league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot_1,standard_sh_90,standard_sot_90,standard_g_sh,standard_g_sot,standard_pk,standard_pkatt
NED-Eredivisie,2425,Almere City,Stije Resink,NED,MF,21.0,2003.0,2.6,0,2,1,50.0,0.76,0.38,0.0,0.0,0,0
NED-Eredivisie,2425,Almere City,Thom Haye,IDN,MF,29.0,1995.0,22.7,0,39,10,25.6,1.72,0.44,0.0,0.0,0,0
NED-Eredivisie,2425,Almere City,Thomas Robinet,FRA,"MF,FW",27.0,1996.0,30.0,2,50,15,30.0,1.66,0.5,0.04,0.13,0,0
NED-Eredivisie,2425,Almere City,Théo Barbet,FRA,DF,23.0,2001.0,9.6,0,4,2,50.0,0.42,0.21,0.0,0.0,0,0
NED-Eredivisie,2425,Almere City,Tim Receveur,NED,MF,33.0,1991.0,1.5,0,1,1,100.0,0.68,0.68,0.0,0.0,0,0
NED-Eredivisie,2425,Almere City,Vasilios Zagaritis,GRE,DF,23.0,2001.0,32.9,0,14,0,0.0,0.43,0.0,0.0,,0,0
NED-Eredivisie,2425,Almere City,Àlex Carbonell,ESP,MF,26.0,1997.0,2.6,0,1,0,0.0,0.38,0.0,0.0,,0,0
NED-Eredivisie,2425,Feyenoord,Anis Hadj Moussa,ALG,"MF,FW",22.0,2002.0,21.9,8,53,20,37.7,2.42,0.91,0.15,0.4,0,0
NED-Eredivisie,2425,Feyenoord,Antoni Milambo,NED,MF,19.0,2005.0,22.0,3,34,8,23.5,1.55,0.36,0.09,0.38,0,0
NED-Eredivisie,2425,Feyenoord,Ayase Ueda,JPN,FW,25.0,1998.0,13.4,7,38,15,39.5,2.84,1.12,0.18,0.47,0,0
NED-Eredivisie,2425,Feyenoord,Aymen Sliti,NED,FW,18.0,2006.0,1.0,1,4,3,75.0,4.04,3.03,0.25,0.33,0,0
NED-Eredivisie,2425,Feyenoord,Bart Nieuwkoop,NED,"DF,MF",28.0,1996.0,5.2,0,4,4,100.0,0.77,0.77,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Calvin Stengs,NED,"MF,FW",25.0,1998.0,7.0,1,13,5,38.5,1.86,0.71,0.08,0.2,0,0
NED-Eredivisie,2425,Feyenoord,Chris Nadje,FRA,MF,22.0,2001.0,2.2,0,8,2,25.0,3.69,0.92,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Djomar Giersthove,NED,DF,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Dávid Hancko,SVK,DF,26.0,1997.0,32.0,3,50,16,32.0,1.56,0.5,0.06,0.19,0,0
NED-Eredivisie,2425,Feyenoord,Facundo González,URU,DF,21.0,2003.0,0.9,0,2,0,0.0,2.12,0.0,0.0,,0,0
NED-Eredivisie,2425,Feyenoord,Gernot Trauner,AUT,DF,32.0,1992.0,15.4,0,14,3,21.4,0.91,0.19,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Gijs Smal,NED,"DF,MF",26.0,1997.0,15.0,0,10,3,30.0,0.67,0.2,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Givairo Read,NED,DF,18.0,2006.0,22.0,2,11,5,45.5,0.5,0.23,0.18,0.4,0,0
NED-Eredivisie,2425,Feyenoord,Gjivai Zechiël,NED,MF,20.0,2004.0,2.9,0,6,1,16.7,2.09,0.35,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Hugo Bueno,ESP,DF,21.0,2002.0,13.3,0,10,1,10.0,0.75,0.08,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Hwang In-beom,KOR,MF,27.0,1996.0,18.0,3,26,9,34.6,1.45,0.5,0.12,0.33,0,0
NED-Eredivisie,2425,Feyenoord,Ibrahim Osman,GHA,"MF,FW",19.0,2004.0,8.8,3,19,6,31.6,2.16,0.68,0.16,0.5,0,0
NED-Eredivisie,2425,Feyenoord,Igor Paixão,BRA,"MF,FW",24.0,2000.0,31.9,16,96,43,44.8,3.01,1.35,0.17,0.37,0,0
NED-Eredivisie,2425,Feyenoord,Jakub Moder,POL,MF,25.0,1999.0,13.3,3,19,7,36.8,1.43,0.53,0.05,0.14,2,2
NED-Eredivisie,2425,Feyenoord,Jan Plug,NED,DF,19.0,2005.0,0.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Jeyland Mitchell,CRC,DF,19.0,2004.0,0.2,0,2,1,50.0,12.0,6.0,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Jordan Lotomba,SUI,DF,25.0,1998.0,5.4,1,8,2,25.0,1.48,0.37,0.13,0.5,0,0
NED-Eredivisie,2425,Feyenoord,Julián Carranza,ARG,FW,24.0,2000.0,9.1,4,21,7,33.3,2.3,0.77,0.19,0.57,0,0
NED-Eredivisie,2425,Feyenoord,Justin Bijlow,NED,GK,26.0,1998.0,4.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Luka Ivanušec,CRO,"MF,FW",25.0,1998.0,5.4,1,11,4,36.4,2.05,0.75,0.09,0.25,0,0
NED-Eredivisie,2425,Feyenoord,Lutsharel Geertruida,NED,DF,24.0,2000.0,3.0,0,3,2,66.7,1.0,0.67,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Marcos López,PER,MF,24.0,1999.0,1.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Marcus Pedersen,NOR,"DF,MF",24.0,2000.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Neraysho Kasanwirjo,NED,DF,22.0,2002.0,1.3,0,3,0,0.0,2.39,0.0,0.0,,0,0
NED-Eredivisie,2425,Feyenoord,Oussama Targhalline,MAR,MF,22.0,2002.0,3.1,0,1,0,0.0,0.32,0.0,0.0,,0,0
NED-Eredivisie,2425,Feyenoord,Plamen Andreev,BUL,GK,19.0,2004.0,1.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Quilindschy Hartman,NED,DF,22.0,2001.0,7.2,0,4,1,25.0,0.56,0.14,0.0,0.0,0,0
NED-Eredivisie,2425,Feyenoord,Quinten Timber,NED,MF,23.0,2001.0,15.5,6,37,16,43.2,2.39,1.04,0.11,0.25,2,2
NED-Eredivisie,2425,Feyenoord,Ramiz Zerrouki,ALG,MF,26.0,1998.0,12.1,1,7,4,57.1,0.58,0.33,0.14,0.25,0,0
NED-Eredivisie,2425,Feyenoord,Santiago Giménez,MEX,FW,23.0,2001.0,8.5,7,28,15,53.6,3.29,1.76,0.18,0.33,2,2
NED-Eredivisie,2425,Feyenoord,Shiloh 't Zand,NED,MF,21.0,2003.0,0.5,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Stephano Carrillo,MEX,FW,18.0,2006.0,0.6,0,1,0,0.0,1.73,0.0,0.0,,0,0
NED-Eredivisie,2425,Feyenoord,Thomas Beelen,NED,DF,23.0,2001.0,18.9,1,10,3,30.0,0.53,0.16,0.1,0.33,0,0
NED-Eredivisie,2425,Feyenoord,Timon Wellenreuther,GER,GK,28.0,1995.0,29.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Feyenoord,Zepiqueno Redmond,NED,FW,18.0,2006.0,1.8,0,2,1,50.0,1.14,0.57,0.0,0.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Abdurrahman Burak Sayın,,MF,,,0.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Alen Halilović,CRO,"MF,FW",28.0,1996.0,19.7,2,43,13,30.2,2.19,0.66,0.05,0.15,0,1
NED-Eredivisie,2425,Fortuna Sittard,Alessio da Cruz,CPV,"FW,MF",27.0,1997.0,13.2,4,25,11,44.0,1.9,0.84,0.16,0.36,0,0
NED-Eredivisie,2425,Fortuna Sittard,Ante Erceg,CRO,FW,34.0,1989.0,3.2,0,5,2,40.0,1.57,0.63,0.0,0.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Bojan Radulovic,SRB,FW,24.0,1999.0,6.0,1,13,3,23.1,2.15,0.5,0.08,0.33,0,0
NED-Eredivisie,2425,Fortuna Sittard,Daley Sinkgraven,NED,MF,29.0,1995.0,0.9,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Dario Grujcic,AUT,DF,25.0,1999.0,3.1,0,2,1,50.0,0.65,0.33,0.0,0.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Edouard Michut,FRA,MF,21.0,2003.0,11.4,1,13,4,30.8,1.14,0.35,0.08,0.25,0,0
NED-Eredivisie,2425,Fortuna Sittard,Ezequiel Bullaude,ARG,"MF,FW",23.0,2000.0,22.9,6,39,14,35.9,1.71,0.61,0.13,0.36,1,2
NED-Eredivisie,2425,Fortuna Sittard,Hasip Korkmazyürek,GER,MF,21.0,2003.0,0.1,0,1,0,0.0,15.0,0.0,0.0,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Ivo Pinto,POR,"DF,MF",34.0,1990.0,27.9,0,5,1,20.0,0.18,0.04,0.0,0.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Jasper Dahlhaus,NED,"DF,MF",22.0,2001.0,19.6,2,16,6,37.5,0.82,0.31,0.13,0.33,0,0
NED-Eredivisie,2425,Fortuna Sittard,Josip Mitrović,CRO,"MF,DF",24.0,2000.0,10.3,2,8,3,37.5,0.77,0.29,0.25,0.67,0,0
NED-Eredivisie,2425,Fortuna Sittard,Kaj Sierhuis,NED,"FW,MF",26.0,1998.0,5.9,1,8,1,12.5,1.36,0.17,0.13,1.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Kristoffer Peterson,SWE,"MF,FW",29.0,1994.0,20.2,7,45,13,28.9,2.23,0.64,0.09,0.31,3,3
NED-Eredivisie,2425,Fortuna Sittard,Loreintz Rosier,FRA,"MF,DF",25.0,1998.0,23.9,3,20,5,25.0,0.84,0.21,0.15,0.6,0,0
NED-Eredivisie,2425,Fortuna Sittard,Luka Tunjić,CRO,MF,18.0,2005.0,5.3,1,9,3,33.3,1.69,0.56,0.11,0.33,0,0
NED-Eredivisie,2425,Fortuna Sittard,Luuk Koopmans,NED,GK,30.0,1993.0,6.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Makan Aiko,FRA,"FW,MF",23.0,2001.0,13.1,1,24,7,29.2,1.83,0.53,0.04,0.14,0,0
NED-Eredivisie,2425,Fortuna Sittard,Mattijs Branderhorst,NED,GK,30.0,1993.0,28.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Milan Robberechts,BEL,MF,20.0,2004.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Mitchell Dijks,NED,DF,31.0,1993.0,18.8,0,2,1,50.0,0.11,0.05,0.0,0.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Owen Johnson,NED,FW,18.0,2005.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Rodrigo Guth,BRA,DF,23.0,2000.0,30.5,3,17,9,52.9,0.56,0.3,0.18,0.33,0,0
NED-Eredivisie,2425,Fortuna Sittard,Ryan Fosso,SUI,MF,22.0,2002.0,28.3,1,22,4,18.2,0.78,0.14,0.05,0.25,0,0
NED-Eredivisie,2425,Fortuna Sittard,Samuel Bastien,COD,MF,27.0,1996.0,14.4,0,9,3,33.3,0.63,0.21,0.0,0.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Shawn Adewoye,BEL,DF,24.0,2000.0,19.4,1,11,3,27.3,0.57,0.15,0.09,0.33,0,0
NED-Eredivisie,2425,Fortuna Sittard,Syb Van Ottele,NED,"DF,MF",22.0,2002.0,20.8,0,19,3,15.8,0.91,0.14,0.0,0.0,0,0
NED-Eredivisie,2425,Fortuna Sittard,Tristan Schenkhuizen,NED,MF,20.0,2004.0,0.1,0,1,0,0.0,12.86,0.0,0.0,,0,0
NED-Eredivisie,2425,Fortuna Sittard,Úmaro Embaló,POR,MF,23.0,2001.0,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Aske Adelgaard,DEN,DF,20.0,2003.0,13.6,0,5,1,20.0,0.37,0.07,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Bobby Adekanye,NED,"MF,FW",25.0,1999.0,8.6,1,18,5,27.8,2.08,0.58,0.06,0.2,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Calvin Twigt,NED,MF,21.0,2003.0,5.0,0,2,0,0.0,0.4,0.0,0.0,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Dean James,IDN,DF,24.0,2000.0,18.9,2,16,5,31.3,0.85,0.26,0.13,0.4,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Enric Llansana,NED,MF,23.0,2001.0,30.2,4,41,8,19.5,1.36,0.26,0.1,0.5,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Evert Linthorst,NED,MF,24.0,2000.0,27.9,3,15,9,60.0,0.54,0.32,0.2,0.33,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Finn Stokkers,NED,FW,28.0,1996.0,4.9,3,12,6,50.0,2.44,1.22,0.25,0.5,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Gerrit Nauber,GER,DF,32.0,1992.0,29.7,2,17,4,23.5,0.57,0.13,0.12,0.5,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Jakob Breum,DEN,MF,20.0,2003.0,22.9,10,58,22,37.9,2.54,0.96,0.17,0.45,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Jamal Amofa,NED,DF,25.0,1998.0,1.8,0,1,0,0.0,0.57,0.0,0.0,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Jari De Busser,BEL,GK,24.0,1999.0,16.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Joris Kramer,NED,DF,27.0,1996.0,33.8,0,26,9,34.6,0.77,0.27,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Julius Dirksen,NED,DF,21.0,2003.0,0.8,0,2,1,50.0,2.47,1.23,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Luca Everink,NED,DF,23.0,2001.0,1.2,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Luca Plogmann,GER,GK,24.0,2000.0,18.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Mathis Suray,BEL,MF,23.0,2001.0,16.2,3,32,7,21.9,1.98,0.43,0.09,0.43,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Mats Deijl,NED,DF,27.0,1997.0,34.0,4,36,12,33.3,1.06,0.35,0.06,0.17,2,2
NED-Eredivisie,2425,Go Ahead Eagles,Milan Smit,NED,FW,21.0,2003.0,9.3,3,25,9,36.0,2.69,0.97,0.12,0.33,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Ofosu Boakye,,FW,,,0.0,0,2,1,50.0,45.0,22.5,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Oliver Antman,FIN,MF,22.0,2001.0,26.8,6,54,16,29.6,2.02,0.6,0.11,0.38,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Oliver Edvardsen,NOR,MF,25.0,1999.0,9.9,8,31,12,38.7,3.14,1.22,0.26,0.67,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Oscar Pettersson,SWE,MF,24.0,2000.0,2.1,0,6,2,33.3,2.86,0.95,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Oskar Siira Sivertsen,NOR,MF,20.0,2004.0,1.6,0,1,1,100.0,0.61,0.61,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Pim Saathof,NED,DF,20.0,2003.0,0.9,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Robbin Weijenberg,NED,"MF,DF",19.0,2004.0,3.4,0,3,0,0.0,0.87,0.0,0.0,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Søren Tengstedt,DEN,MF,24.0,2000.0,4.7,0,12,1,8.3,2.56,0.21,0.0,0.0,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Thibo Baeten,BEL,"FW,MF",22.0,2002.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Go Ahead Eagles,Victor Edvardsen,SWE,"FW,MF",28.0,1996.0,30.4,8,69,26,37.7,2.27,0.85,0.12,0.31,0,0
NED-Eredivisie,2425,Groningen,Alex Mortensen,SWE,MF,22.0,2002.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Groningen,Brynjólfur Willumsson,ISL,FW,23.0,2000.0,10.7,4,24,7,29.2,2.25,0.66,0.17,0.57,0,0
NED-Eredivisie,2425,Groningen,Dave Kwakman,NED,MF,19.0,2004.0,11.4,2,15,5,33.3,1.31,0.44,0.13,0.4,0,0
NED-Eredivisie,2425,Groningen,David van der Werff,NED,MF,19.0,2004.0,0.2,0,2,1,50.0,9.0,4.5,0.0,0.0,0,0
NED-Eredivisie,2425,Groningen,Etienne Vaessen,SUR,GK,29.0,1995.0,32.0,0,1,0,0.0,0.03,0.0,0.0,,0,0
NED-Eredivisie,2425,Groningen,Finn Stam,NED,DF,21.0,2003.0,9.2,0,3,0,0.0,0.32,0.0,0.0,,0,0
NED-Eredivisie,2425,Groningen,Fofin Turay,NED,FW,20.0,2004.0,0.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Groningen,Hidde Jurjus,NED,GK,30.0,1994.0,2.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Groningen,Hjalmar Ekdal,SWE,DF,25.0,1998.0,13.8,0,3,1,33.3,0.22,0.07,0.0,0.0,0,0
NED-Eredivisie,2425,Groningen,Joey Pelupessy,IDN,MF,31.0,1993.0,3.3,0,1,0,0.0,0.3,0.0,0.0,,0,0
NED-Eredivisie,2425,Groningen,Johan Hove,NOR,MF,23.0,2000.0,19.4,0,31,10,32.3,1.6,0.51,0.0,0.0,0,0
NED-Eredivisie,2425,Groningen,Jorg Schreuders,NED,MF,19.0,2004.0,21.6,5,20,12,60.0,0.93,0.56,0.25,0.42,0,0
NED-Eredivisie,2425,Groningen,Laros Duarte,CPV,MF,27.0,1997.0,0.2,0,1,1,100.0,4.5,4.5,0.0,0.0,0,0
NED-Eredivisie,2425,Groningen,Leandro Bacuna,CUW,"DF,MF",32.0,1991.0,25.9,4,36,15,41.7,1.39,0.58,0.03,0.07,3,4
NED-Eredivisie,2425,Groningen,Luciano Valente,NED,MF,20.0,2003.0,28.7,2,51,23,45.1,1.77,0.8,0.04,0.09,0,0
NED-Eredivisie,2425,Groningen,Marco Rente,GER,DF,27.0,1997.0,28.8,2,14,5,35.7,0.49,0.17,0.14,0.4,0,0
NED-Eredivisie,2425,Groningen,Marvin Peersman,BEL,DF,33.0,1991.0,20.1,0,4,0,0.0,0.2,0.0,0.0,,0,0
NED-Eredivisie,2425,Groningen,Mats Seuntjens,NED,MF,32.0,1992.0,7.4,2,10,7,70.0,1.36,0.95,0.1,0.14,1,1
NED-Eredivisie,2425,Groningen,Maxim Mariani,NED,DF,19.0,2004.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0
NED-Eredivisie,2425,Groningen,Noam Emeran,FRA,MF,21.0,2002.0,1.0,1,1,1,100.0,1.03,1.03,1.0,1.0,0,0
NED-Eredivisie,2425,Groningen,Romano Postema,NED,"FW,MF",22.0,2002.0,13.4,2,22,9,40.9,1.64,0.67,0.05,0.11,1,1
NED-Eredivisie,2425,Groningen,Rui Mendes,GER,"MF,FW",24.0,1999.0,5.7,1,7,3,42.9,1.22,0.52,0.14,0.33,0,0
NED-Eredivisie,2425,Groningen,Stije Resink,NED,MF,21.0,2003.0,23.6,5,40,16,40.0,1.69,0.68,0.13,0.31,0,0
NED-Eredivisie,2425,Groningen,Sven Bouland,NED,DF,,,0.5,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Groningen,Thijmen Blokzijl,NED,DF,19.0,2005.0,24.7,1,4,3,75.0,0.16,0.12,0.25,0.33,0,0
NED-Eredivisie,2425,Groningen,Thijs Oosting,NED,"FW,MF",24.0,2000.0,8.7,1,13,7,53.8,1.49,0.8,0.08,0.14,0,0
NED-Eredivisie,2425,Groningen,Thom van Bergen,NED,FW,20.0,2004.0,27.4,5,42,15,35.7,1.53,0.55,0.12,0.33,0,0
NED-Eredivisie,2425,Groningen,Tika de Jonge,NED,MF,21.0,2003.0,14.1,1,15,3,20.0,1.06,0.21,0.07,0.33,0,0
NED-Eredivisie,2425,Groningen,Wouter Prins,NED,DF,20.0,2004.0,18.5,1,7,3,42.9,0.38,0.16,0.14,0.33,0,0
NED-Eredivisie,2425,Heerenveen,Alireza Jahanbakhsh,IRN,"MF,FW",30.0,1993.0,16.1,3,43,12,27.9,2.67,0.74,0.05,0.17,1,1
NED-Eredivisie,2425,Heerenveen,Amara Conde,GER,MF,27.0,1997.0,8.2,0,3,0,0.0,0.37,0.0,0.0,,0,0
NED-Eredivisie,2425,Heerenveen,Andries Noppert,NED,GK,30.0,1994.0,15.2,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heerenveen,Ché Nunnely,NED,MF,25.0,1999.0,2.9,0,2,0,0.0,0.7,0.0,0.0,,0,0
NED-Eredivisie,2425,Heerenveen,Daniel Karlsbakk,NOR,FW,21.0,2003.0,3.0,0,3,1,33.3,0.99,0.33,0.0,0.0,0,0
NED-Eredivisie,2425,Heerenveen,Danilo Al Saed,IRQ,MF,25.0,1999.0,2.2,0,1,1,100.0,0.45,0.45,0.0,0.0,0,0
NED-Eredivisie,2425,Heerenveen,Denzel Hall,NED,DF,23.0,2001.0,6.3,0,2,0,0.0,0.32,0.0,0.0,,0,0
NED-Eredivisie,2425,Heerenveen,Dimitris Rallis,GRE,"FW,MF",19.0,2005.0,9.7,2,20,4,20.0,2.07,0.41,0.1,0.5,0,0
NED-Eredivisie,2425,Heerenveen,Eser Gürbüz,NED,"FW,MF",17.0,2007.0,3.4,2,10,2,20.0,2.9,0.58,0.2,1.0,0,0
NED-Eredivisie,2425,Heerenveen,Espen van Ee,NED,MF,21.0,2003.0,24.8,1,35,9,25.7,1.41,0.36,0.03,0.11,0,0
NED-Eredivisie,2425,Heerenveen,Hristiyan Petrov,BUL,DF,22.0,2002.0,4.0,1,4,4,100.0,1.0,1.0,0.25,0.25,0,0
NED-Eredivisie,2425,Heerenveen,Hussein Ali,IRQ,DF,22.0,2002.0,2.4,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heerenveen,Ilias Sebaoui,BEL,MF,22.0,2001.0,21.4,3,67,15,22.4,3.13,0.7,0.04,0.2,0,0
NED-Eredivisie,2425,Heerenveen,Ion Nicolaescu,MDA,FW,25.0,1998.0,14.1,8,36,18,50.0,2.55,1.28,0.14,0.28,3,3
NED-Eredivisie,2425,Heerenveen,Isaiah Ahmed,CUW,DF,18.0,2005.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heerenveen,Jacob Trenskow,DEN,MF,23.0,2000.0,19.4,6,51,17,33.3,2.63,0.88,0.12,0.35,0,0
NED-Eredivisie,2425,Heerenveen,Jordy de Wijs,NED,DF,29.0,1995.0,0.8,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heerenveen,Kai Jansen,NED,MF,17.0,2007.0,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0
NED-Eredivisie,2425,Heerenveen,Levi Smans,NED,MF,20.0,2004.0,25.5,3,46,20,43.5,1.8,0.78,0.07,0.15,0,0
NED-Eredivisie,2425,Heerenveen,Luuk Brouwers,NED,MF,26.0,1998.0,21.2,3,28,12,42.9,1.32,0.57,0.11,0.25,0,0
NED-Eredivisie,2425,Heerenveen,Marcus Linday,SWE,MF,21.0,2003.0,14.0,2,8,4,50.0,0.57,0.28,0.25,0.5,0,0
NED-Eredivisie,2425,Heerenveen,Mateja Milovanovic,SRB,DF,20.0,2004.0,0.2,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heerenveen,Mats Köhlert,GER,DF,26.0,1998.0,27.5,0,9,1,11.1,0.33,0.04,0.0,0.0,0,0
NED-Eredivisie,2425,Heerenveen,Mickey van der Hart,NED,GK,30.0,1994.0,18.8,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heerenveen,Milos Lukovic,SRB,FW,18.0,2005.0,8.0,3,15,9,60.0,1.86,1.12,0.13,0.22,1,2
NED-Eredivisie,2425,Heerenveen,Nikolai Hopland,NOR,DF,20.0,2004.0,27.4,2,19,5,26.3,0.69,0.18,0.11,0.4,0,0
NED-Eredivisie,2425,Heerenveen,Oliver Braude,NOR,DF,20.0,2004.0,29.0,0,18,2,11.1,0.62,0.07,0.0,0.0,0,0
NED-Eredivisie,2425,Heerenveen,Paweł Bochniewicz,POL,DF,28.0,1996.0,12.3,0,8,3,37.5,0.65,0.24,0.0,0.0,0,0
NED-Eredivisie,2425,Heerenveen,Sam Kersten,NED,DF,26.0,1998.0,26.4,1,13,4,30.8,0.49,0.15,0.08,0.25,0,0
NED-Eredivisie,2425,Heerenveen,Simon Olsson,SWE,MF,26.0,1997.0,8.7,1,12,4,33.3,1.37,0.46,0.08,0.25,0,0
NED-Eredivisie,2425,Heracles Almelo,Brian De Keersmaecker,BEL,MF,24.0,2000.0,30.2,5,27,13,48.1,0.89,0.43,0.07,0.15,3,3
NED-Eredivisie,2425,Heracles Almelo,Bryan Limbombe,BEL,MF,23.0,2001.0,4.2,0,11,3,27.3,2.65,0.72,0.0,0.0,0,0
NED-Eredivisie,2425,Heracles Almelo,Damon Mirani,NED,DF,28.0,1996.0,33.5,2,22,5,22.7,0.66,0.15,0.09,0.4,0,0
NED-Eredivisie,2425,Heracles Almelo,Daniël van Kaam,NED,MF,24.0,2000.0,12.0,0,4,1,25.0,0.33,0.08,0.0,0.0,0,0
NED-Eredivisie,2425,Heracles Almelo,Diego van Oorschot,NED,FW,18.0,2005.0,0.3,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heracles Almelo,Fabian de Keijzer,NED,GK,24.0,2000.0,34.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heracles Almelo,Giandro Sambo,CUW,FW,17.0,2006.0,0.2,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heracles Almelo,Ivan Mesík,SVK,DF,23.0,2001.0,32.3,1,21,2,9.5,0.65,0.06,0.05,0.5,0,0
NED-Eredivisie,2425,Heracles Almelo,Jan Žambůrek,CZE,MF,23.0,2001.0,10.4,0,1,0,0.0,0.1,0.0,0.0,,0,0
NED-Eredivisie,2425,Heracles Almelo,Jannes Wieckhoff,GER,DF,23.0,2000.0,13.9,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Heracles Almelo,Jizz Hornkamp,NED,"FW,MF",26.0,1998.0,17.6,8,40,17,42.5,2.28,0.97,0.15,0.35,2,2
NED-Eredivisie,2425,Heracles Almelo,Jordy Bruijn,NED,MF,28.0,1996.0,3.4,0,8,0,0.0,2.35,0.0,0.0,,0,0
NED-Eredivisie,2425,Heracles Almelo,Juho Talvitie,FIN,MF,19.0,2005.0,16.8,3,32,10,31.3,1.91,0.6,0.09,0.3,0,0
