,,,,nation,pos,age,Club,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
INT-World Cup,2026,Panama,Yoel Bárcenas,Panama,MF,32,1. Mazatlán,1993,3,3,249,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Alexandro Maidana,Paraguay,DF,20,1. Talleres–C,2005,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Andrés Cubas,Paraguay,MF,30,1. Vancouver,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Antonio Sanabria,Paraguay,FW,30,1. Cremonese,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Braian Ojeda,Paraguay,MF,25,1. Orlando City,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Damián Bobadilla,Paraguay,MF,24,1. São Paulo,2001,4,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Diego Gómez,Paraguay,MF,23,1. Brighton,2003,4,4,304,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Fabián Balbuena,Paraguay,DF,34,1. Grêmio,1991,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Gabriel Ávalos,Paraguay,FW,35,1. Independiente,1990,4,2,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Gustavo Caballero,Paraguay,"FW,MF",24,2. Portsmouth,2001,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Gustavo Gómez,Paraguay,DF,33,1. Palmeiras,1993,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Gustavo Velásquez,Paraguay,DF,35,1. Cerro Porteño,1991,5,2,246,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Isidro Pitta,Paraguay,FW,26,1. RB Bragantino,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,José Canale,Paraguay,DF,29,1. Lanús,1996,4,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Juan Cáceres,Paraguay,DF,26,1. Dynamo Moskva,2000,5,5,436,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Julio Enciso,Paraguay,FW,22,1. Strasbourg,2004,5,5,386,4.3,1,2,3,1,0,0,0,0,0.23,0.47,0.7,0.23,0.7
INT-World Cup,2026,Paraguay,Júnior Alonso,Paraguay,DF,33,1. Atlético Mineiro,1993,5,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Kaku,Paraguay,MF,31,1. Al Ain,1995,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Matías Galarza,Paraguay,MF,24,1. Atlanta Utd,2002,4,4,388,4.3,1,1,2,1,0,0,2,0,0.23,0.23,0.46,0.23,0.46
INT-World Cup,2026,Paraguay,Mauricio,Paraguay,MF,25,1. Palmeiras,2001,4,0,173,1.9,1,0,1,1,0,0,0,0,0.52,0.0,0.52,0.52,0.52
INT-World Cup,2026,Paraguay,Miguel Almirón,Paraguay,"MF,FW",32,1. Atlanta Utd,1994,4,4,282,3.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Omar Alderete,Paraguay,DF,29,1. Sunderland,1996,4,4,320,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Orlando Gill,Paraguay,GK,26,1. San Lorenzo,2000,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Ramón Sosa,Paraguay,"FW,MF",26,1. Palmeiras,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Paraguay,Álex Arce,Paraguay,FW,30,1. Ind. Rivadavia,1995,2,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Bernardo Silva,Portugal,MF,31,1. Manchester City,1994,4,1,97,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Bruno Fernandes,Portugal,MF,31,1. Manchester Utd,1994,5,5,422,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
INT-World Cup,2026,Portugal,Cristiano Ronaldo,Portugal,FW,41,1. Al-Nassr,1985,5,5,440,4.9,3,0,3,2,1,1,0,0,0.61,0.0,0.61,0.41,0.41
INT-World Cup,2026,Portugal,Diogo Costa,Portugal,GK,26,1. Porto,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Diogo Dalot,Portugal,"DF,MF",27,1. Manchester Utd,1999,2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Francisco Conceição,Portugal,MF,23,1. Juventus,2002,4,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Francisco Trincão,Portugal,"FW,MF",26,1. Sporting CP,1999,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Gonçalo Ramos,Portugal,FW,24,1. PSG,2001,2,0,36,0.4,1,0,1,1,0,0,0,0,2.5,0.0,2.5,2.5,2.5
INT-World Cup,2026,Portugal,João Cancelo,Portugal,DF,32,1. Barcelona,1994,5,5,312,3.5,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29
INT-World Cup,2026,Portugal,João Félix,Portugal,MF,26,1. Al-Nassr,1999,3,3,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,João Neves,Portugal,MF,21,1. PSG,2004,5,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23
INT-World Cup,2026,Portugal,Matheus Nunes,Portugal,"DF,MF",27,1. Manchester City,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Nuno Mendes,Portugal,DF,23,1. PSG,2002,5,5,395,4.4,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23
INT-World Cup,2026,Portugal,Nélson Semedo,Portugal,"DF,MF",32,1. Fenerbahçe,1993,4,0,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Pedro Neto,Portugal,MF,26,1. Chelsea,2000,5,5,350,3.9,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26
INT-World Cup,2026,Portugal,Rafael Leão,Portugal,MF,27,1. Milan,1999,5,1,158,1.8,1,1,2,1,0,0,0,0,0.57,0.57,1.14,0.57,1.14
INT-World Cup,2026,Portugal,Renato Veiga,Portugal,DF,22,1. Villarreal,2003,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Rúben Dias,Portugal,DF,29,1. Manchester City,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Rúben Neves,Portugal,MF,29,1. Al-Hilal,1997,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Samu Costa,Portugal,MF,25,1. Mallorca,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Tomás Araújo,Portugal,DF,24,1. Benfica,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Portugal,Vitinha,Portugal,MF,26,1. PSG,2000,5,5,376,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Abdulaziz Hatem,Qatar,MF,36,1. Al Rayyan SC,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Ahmed Al-Ganehi,Qatar,FW,25,1. Al-Gharafa Sports Club,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Ahmed Alaaeldin,Qatar,FW,33,1. Al Rayyan SC,1993,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Ahmed Fathy,Qatar,MF,33,1. Al-Arabi,1993,3,1,150,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Akram Afif,Qatar,"FW,MF",29,1. Al Sadd,1996,3,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Al-Hashmi Al-Hussain,Qatar,MF,22,1. Al-Arabi,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Almoez Ali,Qatar,FW,29,1. Al Duhail SC,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Assim Madibo,Qatar,MF,29,1. Al-Wakrah,1996,2,2,131,1.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Ayoub Al-Oui,Qatar,DF,21,1. Al-Gharafa Sports Club,2005,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Boualem Khoukhi,Qatar,DF,35,1. Al Sadd,1990,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33
INT-World Cup,2026,Qatar,Edmilson Junior,Qatar,"MF,FW",31,1. Al Duhail SC,1994,3,3,210,2.3,0,1,1,0,0,0,0,0,0.0,0.43,0.43,0.0,0.43
INT-World Cup,2026,Qatar,Hassan Al-Haydos,Qatar,MF,35,1. Al Sadd,1990,2,1,57,0.6,1,0,1,1,0,0,0,0,1.58,0.0,1.58,1.58,1.58
INT-World Cup,2026,Qatar,Homam Ahmed,Qatar,DF,26,2. Cultural Leonesa,1999,2,2,122,1.4,0,1,1,0,0,0,0,1,0.0,0.74,0.74,0.0,0.74
INT-World Cup,2026,Qatar,Issa Laye,Qatar,"MF,DF",28,1. Al-Arabi,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Jassem Gaber,Qatar,MF,24,1. Al Rayyan SC,2002,3,3,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Karim Boudiaf,Qatar,MF,35,1. Al Duhail SC,1990,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Lucas Mendes,Qatar,DF,35,1. Al-Wakrah,1990,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Mahmoud Abunada,Qatar,GK,26,1. Al Rayyan SC,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Mohamed Manai,Qatar,DF,23,1. Al-Shamal Sports Club,2002,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Ró-Ró,Qatar,DF,35,1. Al Sadd,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Sultan Al-Brake,Qatar,DF,30,1. Al Duhail SC,1996,2,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Qatar,Yusuf Abdurisag,Qatar,FW,26,1. Al-Wakrah,1999,2,2,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Abdulelah Al-Amri,Saudi Arabia,DF,29,,1997,3,3,239,2.7,1,0,1,1,0,0,1,0,0.38,0.0,0.38,0.38,0.38
INT-World Cup,2026,Saudi Arabia,Abdullah Al-Hamdan,Saudi Arabia,FW,26,1. Al-Nassr,1999,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Abdullah Al-Khaibari,Saudi Arabia,MF,29,1. Al-Nassr,1996,3,3,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Alaa Al Hejji,Saudi Arabia,MF,30,1. Neom,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Ali Lajami,Saudi Arabia,DF,30,1. Al-Hilal,1996,3,1,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Firas Al-Buraikan,Saudi Arabia,FW,26,1. Al-Ahli,2000,3,3,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Hassan Al Tambakti,Saudi Arabia,DF,27,1. Al-Hilal,1999,3,3,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Khalid Al Ghannam,Saudi Arabia,MF,25,1. Al-Ettifaq,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Mohamed Kanno,Saudi Arabia,MF,31,1. Al-Hilal,1994,3,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Mohammed Abu Al-Shamat,Saudi Arabia,MF,23,1. Al-Qadsiah,2002,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Mohammed Al-Owais,Saudi Arabia,GK,34,1. Al-Ula,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Moteb Al-Harbi,Saudi Arabia,DF,26,1. Al-Hilal,2000,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Musab Al Juwayr,Saudi Arabia,"MF,FW",22,1. Al-Qadsiah,2003,3,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Nasser Al-Dawsari,Saudi Arabia,MF,27,1. Al-Hilal,1998,3,2,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Nawaf Boushal,Saudi Arabia,DF,26,1. Al-Nassr,1999,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Salem Al-Dawsari,Saudi Arabia,MF,34,1. Al-Hilal,1991,3,3,245,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Saud Abdulhamid,Saudi Arabia,DF,26,1. Lens,1999,3,3,269,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Saudi Arabia,Sultan Mendash,Saudi Arabia,MF,31,1. Al-Hilal,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Aaron Hickey,Scotland,DF,24,1. Brentford,2002,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Andy Robertson,Scotland,DF,32,1. Liverpool,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Angus Gunn,Scotland,GK,30,1. Nottingham,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Anthony Ralston,Scotland,DF,27,1. Celtic,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Ben Gannon-Doak,Scotland,MF,20,1. Bournemouth,2005,3,2,186,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Ché Adams,Scotland,FW,29,1. Torino,1996,3,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Findlay Curtis,Scotland,MF,19,1. Kilmarnock,2006,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Grant Hanley,Scotland,DF,34,1. Hibernian,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Jack Hendry,Scotland,DF,31,1. Al-Ettifaq,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,John McGinn,Scotland,MF,31,1. Aston Villa,1994,3,3,259,2.9,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35
INT-World Cup,2026,Scotland,Kenny McLean,Scotland,MF,34,2. Norwich City,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Kieran Tierney,Scotland,MF,29,1. Celtic,1997,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Lawrence Shankland,Scotland,FW,30,1. Hearts,1995,2,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Lewis Ferguson,Scotland,MF,26,1. Bologna,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Lyndon Dykes,Scotland,"FW,MF",30,2. Charlton Athletic,1995,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Nathan Patterson,Scotland,DF,24,1. Everton,2001,3,2,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Ross Stewart,Scotland,FW,29,2. Southampton,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Ryan Christie,Scotland,MF,31,1. Bournemouth,1995,3,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Scott McKenna,Scotland,DF,29,1. Dinamo Zagreb,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Scotland,Scott McTominay,Scotland,MF,29,1. Napoli,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Abdoulaye Seck,Senegal,DF,34,1. Maccabi Haifa,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0.0,1.58,1.58,0.0,1.58
INT-World Cup,2026,Senegal,Assane Diao,Senegal,MF,20,1. Como,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Bamba Dieng,Senegal,FW,26,1. Lorient,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Bara Sapoko Ndiaye,Senegal,MF,18,1. Bayern Munich,2007,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,El Hadji Malick Diouf,Senegal,DF,21,1. West Ham,2004,3,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Habib Diarra,Senegal,MF,22,1. Sunderland,2004,3,2,143,1.6,2,0,2,2,0,0,0,0,1.26,0.0,1.26,1.26,1.26
INT-World Cup,2026,Senegal,Ibrahim Mbaye,Senegal,MF,18,1. PSG,2008,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57
INT-World Cup,2026,Senegal,Idrissa Gueye,Senegal,MF,36,1. Everton,1989,4,4,361,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Iliman Ndiaye,Senegal,FW,26,1. Everton,2000,3,1,114,1.3,1,2,3,1,0,0,0,0,0.79,1.58,2.37,0.79,2.37
INT-World Cup,2026,Senegal,Ismail Jakobs,Senegal,DF,26,1. Galatasaray,1999,3,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Ismaila Sarr,Senegal,"MF,FW",28,1. Crystal Palace,1998,4,4,364,4.0,4,1,5,4,0,0,0,0,0.99,0.25,1.24,0.99,1.24
INT-World Cup,2026,Senegal,Kalidou Koulibaly,Senegal,DF,34,1. Al-Hilal,1991,2,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Krépin Diatta,Senegal,DF,27,1. Monaco,1999,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Lamine Camara,Senegal,MF,22,1. Monaco,2004,4,3,248,2.8,0,1,1,0,0,0,1,0,0.0,0.36,0.36,0.0,0.36
INT-World Cup,2026,Senegal,Mory Diaw,Senegal,GK,32,1. Le Havre,1993,3,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Moussa Niakhaté,Senegal,DF,30,1. Lyon,1996,4,4,390,4.3,0,1,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23
INT-World Cup,2026,Senegal,Nicolas Jackson,Senegal,FW,24,1. Bayern Munich,2001,4,2,234,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38
INT-World Cup,2026,Senegal,Pape Gueye,Senegal,MF,27,1. Villarreal,1999,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15
INT-World Cup,2026,Senegal,Pape Matar Sarr,Senegal,MF,23,1. Tottenham,2002,2,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Pathé Ciss,Senegal,DF,32,1. Rayo Vallecano,1994,4,1,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Senegal,Sadio Mané,Senegal,"MF,FW",34,1. Al-Nassr,1992,4,4,362,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25
INT-World Cup,2026,Senegal,Édouard Mendy,Senegal,GK,34,1. Al-Ahli,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Aubrey Modiba,South Africa,DF,30,1. Sundowns,1995,4,4,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Evidence Makgopa,South Africa,FW,26,1. Orlando Pirates,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Ime Okon,South Africa,DF,22,2. Hannover 96,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Iqraam Rayners,South Africa,FW,30,1. Sundowns,1995,4,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Jayden Adams,South Africa,MF,25,1. Sundowns,2001,3,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Kamogelo Sebelebele,South Africa,"DF,MF",23,1. Orlando Pirates,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Khuliso Mudau,South Africa,DF,31,1. Sundowns,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Lyle Foster,South Africa,FW,25,1. Burnley,2000,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Mbekezeli Mbokazi,South Africa,DF,20,1. Chicago Fire,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Nkosinathi Sibisi,South Africa,DF,30,1. Orlando Pirates,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Oswin Appollis,South Africa,"MF,FW",24,1. Orlando Pirates,2001,4,3,255,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Relebohile Mofokeng,South Africa,MF,21,1. Orlando Pirates,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Ronwen Williams,South Africa,GK,34,1. Sundowns,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Sphephelo Sithole,South Africa,MF,27,1. Tondela,1999,3,3,229,2.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,South Africa,Teboho Mokoena,South Africa,MF,29,1. Sundowns,1997,3,3,270,3.0,1,0,1,0,1,1,2,0,0.33,0.0,0.33,0.0,0.0
