player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,us_np_xg_adj,us_xa_adj,us_xg_chain_adj,us_shots_adj,ss_shotsFromInsideTheBox_adj,ss_totalShots_adj,ss_bigChancesCreated_adj,ss_keyPasses_adj,ss_possessionWonAttThird_adj,ss_ballRecovery_adj,ss_tackles_adj,ss_wasFouled_adj,ss_dispossessed_adj,ss_aerialDuelsWon_adj,ss_successfulDribbles_adj,ss_touches_adj,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,ss_topSpeed,ss_numberOfSprints,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,sprints_p90,goals_p90,ga_p90,ss_shotsFromInsideTheBox_padj90,us_np_xg_padj90,ss_possessionWonAttThird_padj90,ss_ballRecovery_padj90,ss_tackles_padj90,ss_wasFouled_padj90,ss_dispossessed_padj90,us_xa_padj90,us_xg_chain_padj90,ss_keyPasses_padj90,ss_bigChancesCreated_padj90,ss_successfulDribbles_padj90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Mika Biereth,13.892752133309843,7.101448390632868,25.349751234054565,61.0,14.0,56.0,61.0,15.0,12.0,14.0,43.0,20.0,55.0,16.0,44.0,39.0,34.0,5.0,799.0,15.0,4,12.415531520287798,6.359600705389473,22.687020560699104,54.611334910442714,50.106387293004396,54.611334910442714,10.74841500506928,38.64736059479554,18.019790469753296,61.07566462167689,17.72597137014315,39.397634335924295,35.13065900642109,37.873210633946826,4.524778641432917,717.6814531936466,25.5,25.5,22.0,FRA-Ligue 1,Monaco,FW,2,21500000.0,45200000.0,2030.0,75.0,69.0,80.0,34.63,173.0,79.0,77.0,79.0,81.0,ST,77.0,84.0,31.888440860215,39.466463414634,62.6000681314935,20.739348370927498,0.5448138091494056,0.22775003497229251,2.392156862745098,2.196078431372549,0.9180327868852459,0.7843137254901961,2.156862745098039,0.6274509803921569,1.7254901960784315,1.3333333333333333,1.5294117647058822,0.2784881721816811,0.9941078915315515,1.6862745098039216,0.47058823529411764,0.19607843137254902,0.10724786669015707,6.784313725490196,0.5882352941176471,0.7450980392156863,1.9649563644315449,0.48688358903089407,0.7066584497942469,2.3951241028108585,0.6951361321624765,1.5450052680754625,1.3776729022125918,0.24939610609370483,0.8896870808117295,1.5155827684233547,0.4215064707870306,0.17744229966403596,True,89.0,79.0,57.0,44.0,83.0,23.0,66.8,23.0,False
Hugo Ekitike,32.74953697249293,9.988901812583208,48.40409425646067,182.0,25.0,138.0,182.0,26.0,15.0,27.0,65.0,34.0,129.0,27.0,29.0,60.0,83.0,90.0,1900.0,26.0,12,30.321788549356516,9.431292399535339,45.02498016775374,168.7170374693354,127.81452967382711,168.7170374693354,14.280702766345119,60.60878254349028,31.22275643744422,139.35582822085888,29.601226993865033,26.621805029163177,54.892851205037985,90.44376278118611,82.49855965472429,1750.7507778543095,48.5,48.5,23.0,ENG-Premier League,Liverpool,FW,2,74500000.0,143400000.0,2031.0,86.0,85.0,86.0,35.75,465.0,70.0,84.0,79.0,86.0,ST,85.0,88.0,41.911288581912004,38.5708957365005,76.59615384615401,14.871794871795,0.6752481849998543,0.17994251083787327,3.752577319587629,2.845360824742268,0.7582417582417582,0.7010309278350515,2.6597938144329896,0.5567010309278351,0.5979381443298969,1.711340206185567,1.2371134020618557,0.20595673840377748,0.9980225619888797,1.3402061855670102,0.30927835051546393,1.8556701030927836,-7.749536972492933,9.587628865979381,0.5360824742268041,0.7835051546391752,2.6353511272954044,0.6251915164815777,0.6437681739679221,2.873316045790905,0.6103345771930935,0.5489031964775912,1.1318113650523296,0.19445963710382141,0.9283501065516235,1.2496656194534077,0.29444747971845603,1.7010012299943151,True,78.0,83.0,54.0,35.0,79.0,78.0,66.7,35.0,False
Mikel Merino,12.082975510507822,4.455241296440363,19.376477224752307,60.0,11.0,52.0,60.0,11.0,7.0,13.0,30.0,29.0,143.0,72.0,43.0,44.0,88.0,14.0,1402.0,11.0,5,10.423892674738498,3.8462934876481736,16.71595301261494,51.731761582470185,44.82606663425943,51.731761582470185,6.046292487753805,25.873499607373894,24.98362188236174,165.81186094069534,83.51329243353783,37.10668212242456,37.94322813446509,102.11042944785277,12.0697285270912,1209.118311333807,29.1,29.1,29.0,ENG-Premier League,Arsenal,"MF,FW",2,35500000.0,65700000.0,2028.0,53.0,52.0,80.0,33.65,160.0,78.0,81.0,87.0,81.0,CM,83.0,83.0,45.3593355001805,48.0285898412325,77.937130679066,18.3014354066985,0.4152225261342894,0.20138292517513037,2.0618556701030926,1.7869415807560136,0.8666666666666667,0.9965635738831614,4.914089347079037,2.4742268041237114,1.4776632302405497,3.0240549828178693,1.5120274914089347,0.15310107547905027,0.6658583238746497,1.0309278350515463,0.24054982817869414,0.4810996563573883,-1.082975510507822,5.498281786941581,0.37800687285223367,0.549828178694158,1.5404146609711145,0.35820937026592775,0.8585437072976542,5.6980020941819705,2.869872592217795,1.2751437155472356,1.3038910011843672,0.13217503393979976,0.5744313750039498,0.8891236978479001,0.20777637414961528,0.41476730333646733,True,83.0,56.0,94.0,63.0,51.0,16.0,66.2,16.0,False
Georges Mikautadze,23.48271982371807,9.470227717421949,36.54475121200085,122.0,21.0,103.0,121.0,23.0,16.0,30.0,49.0,21.0,84.0,13.0,68.0,50.0,25.0,49.0,1491.0,24.0,12,23.85224152353144,9.173018563814502,36.315602306688604,121.0790341859909,101.59151326798948,119.98015778149653,15.495326320822375,48.975986134353334,20.525998087497015,87.14928425357874,13.533742331288344,69.39092756394932,50.30671766674635,26.400817995910025,49.90340664594788,1473.3438680372938,41.5,39.5,24.0,FRA-Ligue 1,Lyon,"FW,MF",2,25500000.0,55500000.0,2031.0,83.0,84.0,82.0,35.0,513.0,73.0,80.0,72.0,81.0,ST,79.0,83.0,25.2642706131075,45.5325381879055,77.04440389294399,19.8214285714285,0.5658486704510378,0.192481310030476,2.9397590361445785,2.4819277108433737,0.8512396694214877,0.5060240963855421,2.0240963855421685,0.3132530120481928,1.6385542168674698,0.6024096385542169,1.2048192771084338,0.2281982582511313,0.8805964147470083,1.180722891566265,0.3855421686746988,1.180722891566265,-2.482719823718071,12.36144578313253,0.5783132530120482,0.8674698795180723,2.447988271517819,0.5747528077959383,0.49460236355414494,2.099982753098283,0.32611427304309265,1.6720705437096222,1.2122100642589482,0.22103659189914462,0.8750747543780386,1.1801442442012853,0.37338135712825,1.2024917264083828,True,85.0,86.0,28.0,54.0,81.0,65.0,66.2,28.0,False
Mateo Retegui,19.252317164093256,5.460668161511421,26.73618371039629,104.0,21.0,96.0,104.0,24.0,6.0,18.0,38.0,17.0,69.0,14.0,34.0,48.0,51.0,12.0,970.0,25.0,8,17.0242008919378,4.828692099419683,23.64194183432873,91.9638336347197,84.88969258589512,91.9638336347197,5.305605786618445,33.602169981916816,15.03254972875226,78.03067484662577,15.832310838445808,30.06509945750452,42.44484629294756,57.67484662576687,10.61121157323689,857.7396021699819,26.5,26.5,25.0,ITA-Serie A,Atalanta,FW,1,,,,,,,,0.0,,,,,,,,42.148760330579,38.216560509554,78.057553956835,24.038461538462,0.7265025344940851,0.18511843427012747,3.9245283018867925,3.6226415094339623,0.9230769230769231,0.6415094339622641,2.6037735849056602,0.5283018867924528,1.2830188679245282,1.9245283018867925,1.8113207547169812,0.20606294949099702,1.008912592845143,1.4339622641509433,0.22641509433962265,0.4528301886792453,1.747682835906744,0.0,0.9433962264150944,1.2452830188679245,3.2033846258828347,0.6424226751674641,0.5672660275000853,2.944553767797199,0.597445692016823,1.1345320550001705,1.6016923129414173,0.18221479620451636,0.8921487484652351,1.2680064144119554,0.20021153911767717,0.40042307823535433,True,88.0,98.0,45.0,40.0,75.0,9.0,65.5,9.0,False
Breel Embolo,21.413366079330444,7.3483677404001355,33.13048926554621,91.0,15.0,84.0,92.0,14.0,11.0,24.0,47.0,27.0,116.0,41.0,101.0,84.0,60.0,29.0,1483.0,14.0,7,19.26366291113302,6.569905904922871,29.75059860739924,81.92931180968564,75.5810365335599,82.81840271877655,9.829855564995752,42.161189464740865,24.35444350042481,128.69120654396727,45.531697341513286,91.24399320305862,75.45639762107052,66.59509202453988,26.157553101104504,1336.1706881903142,41.3,41.3,28.0,FRA-Ligue 1,Monaco,"FW,MF",2,11000000.0,20900000.0,2029.0,78.0,73.0,73.0,35.21,340.0,85.0,74.0,74.0,79.0,ST,77.0,77.0,46.7333654773385,42.537350973388996,70.7316833112425,15.638450502152,0.5184834401774926,0.2353117151574774,2.203389830508475,2.033898305084746,0.9130434782608695,0.6537530266343826,2.8087167070217918,0.9927360774818402,2.4455205811138017,1.4527845036319613,2.033898305084746,0.17792657967070546,0.802191023378843,1.1380145278450364,0.26634382566585957,0.7021791767554479,-6.413366079330444,8.232445520581114,0.33898305084745767,0.5084745762711865,1.8300493107399491,0.4664325160080635,0.5896959685332884,3.116009843679595,1.102462405363518,2.209297656248393,1.8270314193963808,0.15907762481653442,0.7203534771767371,1.0208520451511105,0.2380110306294371,0.633354796636913,True,73.0,73.0,57.0,66.0,63.0,49.0,65.4,49.0,False
Kylian Mbappé,42.55316662415862,16.634746612980962,66.18040846288204,307.0,41.0,219.0,307.0,45.0,23.0,50.0,117.0,37.0,80.0,12.0,76.0,90.0,11.0,161.0,3275.0,56.0,8,34.68514283661669,13.556204353821897,53.921095128523724,250.33594245645276,178.5643274528354,250.33594245645276,18.71882965106572,95.51950581557126,30.212465913517725,98.00408997955009,14.748466257668712,61.97066058211364,73.36632812065224,13.458077709611452,131.30122154822195,2670.319900940509,61.199999999999996,61.199999999999996,26.0,ESP-La Liga,Real Madrid,FW,2,157000000.0,333600000.0,2029.0,96.0,97.0,94.0,36.04,476.0,77.0,88.0,78.0,91.0,ST,91.0,92.0,55.0,45.9405117299855,85.87815484717149,18.188973028162998,0.6953131801333109,0.13860966327087498,5.016339869281046,3.5784313725490198,0.7133550488599348,0.6045751633986929,1.3071895424836601,0.19607843137254904,1.2418300653594772,0.17973856209150327,1.4705882352941178,0.2718095851794275,1.0813792232497066,1.911764705882353,0.37581699346405234,2.630718954248366,-1.5531666241586208,7.777777777777779,0.9150326797385622,1.0457516339869282,2.9177177688371803,0.5667506999447173,0.49366774368493016,1.6013740192736943,0.2409880107462208,1.0125924931717916,1.1987962111217687,0.2215066070885931,0.8810636458909106,1.560776238816524,0.30586322959257717,2.1454447965395747,True,70.0,82.0,24.0,61.0,89.0,80.0,65.4,24.0,False
Gonçalo Ramos,21.832282727584243,4.87578393612057,26.304307576268908,113.0,13.0,99.0,113.0,13.0,7.0,32.0,33.0,21.0,48.0,24.0,34.0,25.0,41.0,18.0,949.0,16.0,4,15.634368455930797,3.4934354162303745,18.849740611218746,80.77530779753761,70.79127906976744,80.77530779753761,5.017099863201095,23.588731190150483,14.992766757865937,67.23926380368098,33.58691206543968,24.25767783857729,17.860875512995896,57.35787321063395,12.801966484268128,677.6596785225718,26.4,26.4,24.0,FRA-Ligue 1,PSG,FW,2,30500000.0,58700000.0,2028.0,73.0,73.0,82.0,33.13,277.0,79.0,75.0,83.0,85.0,ST,80.0,84.0,50.0,44.542940793754,81.95378151260499,14.2633228840125,0.826980406347888,0.1932060418370287,4.28030303030303,3.75,0.8761061946902655,0.7954545454545455,1.8181818181818183,0.9090909090909092,1.2878787878787878,1.5530303030303032,0.946969696969697,0.1846887854591125,0.996375286979883,1.25,0.26515151515151514,0.6818181818181819,-8.832282727584243,10.492424242424242,0.6060606060606061,0.7575757575757576,2.681487843551797,0.5922109263610151,0.5679078317373462,2.546941810745492,1.2722315176302907,0.9188514332794429,0.6765483148862083,0.13232709909963541,0.7140053261825283,0.8935125450814577,0.19004166148488996,0.48492297288894426,True,76.0,91.0,51.0,60.0,60.0,25.0,65.4,25.0,False
Bryan Mbeumo,22.374356464482844,15.46749840117991,46.69325399026275,159.0,26.0,120.0,158.0,29.0,23.0,22.0,117.0,52.0,247.0,74.0,72.0,76.0,50.0,70.0,3241.0,31.0,10,21.794289608252207,15.389848540533473,45.91222043121735,156.57575391893033,117.94176210071561,155.554877092208,23.008085245031193,115.74461486478332,51.51198909095297,249.39263803680979,74.5316973415133,71.30008326595629,75.30491027791521,50.20449897750511,70.04513256181593,3204.331724329347,66.9,66.9,25.0,ENG-Premier League,Manchester Utd,"MF,FW",2,64500000.0,127400000.0,2030.0,90.0,90.0,87.0,35.77,795.0,73.0,83.0,63.0,84.0,RW,85.0,86.0,24.0612648221345,46.607187735612,76.460599701806,19.2989524576955,0.3344447902015372,0.14071922304706191,2.3766816143497755,1.7937219730941703,0.759493670886076,0.7772795216741405,3.6920777279521673,1.1061285500747384,1.0762331838565022,0.7473841554559043,1.1360239162929744,0.23120326459162793,0.6979559639800111,1.748878923766816,0.34379671150971597,1.046337817638266,3.625643535517156,11.883408071748878,0.46337817638266066,0.6128550074738415,1.7629560852124901,0.3257741346524993,0.7699848892519129,3.727842123121222,1.1140761934456396,1.0657710503132478,1.1256339353948461,0.2300425790812178,0.6862813218418138,1.7301138245856997,0.3439175671903018,1.0470124448701932,True,72.0,51.0,78.0,43.0,84.0,72.0,65.2,43.0,False
Gaëtan Laborde,9.478462118655443,5.10445948690176,14.99045941233635,74.0,7.0,61.0,74.0,9.0,9.0,7.0,27.0,15.0,49.0,19.0,18.0,18.0,49.0,18.0,792.0,11.0,4,9.75782731794213,5.254906713884128,15.432283479226262,76.18105263157895,62.7978947368421,76.18105263157895,9.265263157894736,27.79578947368421,15.442105263157895,47.59713701431493,18.4560327198364,18.530526315789476,18.530526315789476,47.59713701431493,18.530526315789476,815.3431578947368,20.3,20.3,30.0,FRA-Ligue 1,Nice,FW,1,,,,,,,,0.0,,,,,,,,50.515463917526,41.860465116279,73.290598290598,14.864864864865,0.4669193161899233,0.12808732592777625,3.645320197044335,3.0049261083743843,0.8243243243243243,0.7389162561576355,2.413793103448276,0.9359605911330049,0.8866995073891625,2.413793103448276,0.8866995073891625,0.2514512062513182,0.7384462764697709,1.3300492610837438,0.44334975369458124,0.8866995073891625,-2.478462118655443,0.0,0.541871921182266,0.7389162561576355,3.0934923515685764,0.4806811486671,0.76069484054965,2.344686552429307,0.9091641733909557,0.9128338086595801,0.9128338086595801,0.2588623996987255,0.7602110088288799,1.3692507129893698,0.45641690432978993,0.9128338086595801,True,50.0,87.0,63.0,54.0,85.0,29.0,65.2,29.0,True
Kevin Schade,20.539518816396594,8.279779859818518,33.142742689698935,112.0,19.0,107.0,112.0,19.0,15.0,24.0,52.0,28.0,177.0,80.0,81.0,81.0,177.0,50.0,2067.0,19.0,5,21.063499080902044,8.491882254212253,33.98403007809168,114.82822546972861,109.71524447862872,114.82822546972861,15.373330403252389,53.33490385671904,28.67051972310735,172.6114519427403,78.02862985685071,83.06068783650147,83.07788155147786,172.6687116564417,51.21577848588067,2119.5057817822217,56.0,56.0,23.0,ENG-Premier League,Brentford,"MF,FW",2,25000000.0,49400000.0,2028.0,92.0,93.0,78.0,36.5,804.0,73.0,78.0,80.0,79.0,ST,79.0,83.0,51.615096905814,43.633806681759,66.0138248847925,17.017543859649,0.3667771217213677,0.18338856086068386,2.0,1.9107142857142858,0.9553571428571429,0.5,3.1607142857142856,1.4285714285714286,1.4464285714285714,3.1607142857142856,1.4464285714285714,0.14785321178247354,0.591834690887481,0.9285714285714286,0.26785714285714285,0.8928571428571429,-1.539518816396594,14.357142857142858,0.3392857142857143,0.42857142857142855,1.959200794261227,0.3761339121589651,0.5119735664840598,3.0823473561203625,1.3933683903009055,1.483226568508955,1.4835335991335332,0.1516407545395045,0.6068576799659228,0.9524089974414114,0.2745237572009355,0.9145674729621548,True,74.0,74.0,52.0,64.0,55.0,77.0,65.2,52.0,False
Nicolas Pépé,13.599425131455064,13.584846401587129,35.4195064548403,104.0,10.0,75.0,101.0,10.0,22.0,11.0,90.0,25.0,163.0,53.0,68.0,63.0,34.0,86.0,2395.0,11.0,14,14.566049067174633,14.534117071717759,37.933591884600524,111.49209234255498,80.41189689358889,108.26702860919649,23.531191577754697,96.53721556038145,26.97095175148711,151.69325153374234,49.62576687116565,72.93445850250211,67.7979038806534,31.95501022494888,92.57110282315173,2566.3265744500045,43.3,43.3,30.0,ESP-La Liga,Villarreal,"FW,MF",2,25000000.0,52500000.0,2028.0,87.0,87.0,79.0,35.5,670.0,76.0,81.0,63.0,80.0,RW,81.0,81.0,44.459644322845506,47.430229345123,82.9279168825415,10.29657477025915,0.31407448340542876,0.13076370318706793,2.401847575057737,1.7321016166281757,0.7425742574257426,0.5773672055427252,3.7644341801385686,1.2240184757505774,1.5704387990762125,0.7852193995381063,1.4549653579676676,0.31373779218446024,0.8180024585413466,2.0785219399538106,0.5080831408775982,1.9861431870669748,-3.599425131455064,15.473441108545035,0.2540415704387991,0.5773672055427252,1.8570876880736464,0.3363983618285135,0.6228857217433513,3.5033083495090613,1.1460916136527866,1.6843985797344598,1.5657714522090853,0.33566090234914,0.8760644777044001,2.2294968951589254,0.5434455329735496,2.137900758040456,True,42.0,55.0,64.0,67.0,96.0,85.0,64.9,42.0,False
Maximilian Beier,17.736896503716707,8.165976824238896,30.077263606712222,92.0,17.0,77.0,92.0,17.0,15.0,19.0,51.0,29.0,118.0,51.0,40.0,58.0,48.0,40.0,1721.0,17.0,11,15.4450424159107,7.2118579645707594,26.370179609628252,80.74169021173037,67.41610259383252,80.74169021173037,13.23835992571758,44.60917636341049,25.73372683054243,134.2290388548057,58.4519427402863,35.302293135246885,50.94408750800319,55.06748466257669,34.77892698216521,1519.0032809130494,40.2,40.2,22.0,GER-Bundesliga,Dortmund,"MF,FW",2,31000000.0,55000000.0,2029.0,86.0,86.0,83.0,35.99,553.0,53.0,76.0,74.0,83.0,ST,80.0,84.0,46.0227272727275,39.738840872526,71.4965098310865,18.5238095238095,0.44121633093822654,0.19279235330126857,2.288557213930348,1.9154228855721391,0.8369565217391305,0.7213930348258706,2.935323383084577,1.2686567164179103,0.9950248756218905,1.1940298507462686,1.4427860696517412,0.2031337518467387,0.748190636982891,1.2686567164179103,0.3731343283582089,0.9950248756218905,-0.7368965037167072,13.756218905472636,0.42288557213930345,0.6965174129353233,1.6770174774585203,0.38420503522165916,0.6401424584712047,3.339030817283724,1.454028426375281,0.8781664959016637,1.2672658584080396,0.179399451854994,0.6559746171549315,1.1096810040649374,0.3293124359631239,0.8651474373672937,True,84.0,59.0,68.0,43.0,68.0,73.0,64.8,43.0,False
Sofiane Diop,12.209749690257013,6.692585168406367,25.88157485704869,76.0,12.0,45.0,76.0,13.0,12.0,6.0,60.0,26.0,184.0,45.0,65.0,54.0,12.0,42.0,2086.0,14.0,6,12.747414922094105,6.98534855835487,27.01394573848181,79.68081846083894,47.153452313288625,79.68081846083894,12.51377515061953,62.702284869842,27.166543139706718,176.0081799591002,43.171779141104295,68.14315334773218,56.55212458792772,11.43558282208589,44.09171308400592,2182.5953847902697,35.5,35.5,25.0,FRA-Ligue 1,Nice,"MF,FW",2,,,,,,,34.12,372.0,,,,,,,,28.1524926686215,45.532950022114505,79.50891321327899,21.043771043771,0.3439366109931553,0.16065460118759228,2.140845070422535,1.267605633802817,0.5921052631578947,0.7323943661971831,5.183098591549296,1.267605633802817,1.8309859154929577,0.3380281690140845,1.5211267605633803,0.1885235258706019,0.7290584466774279,1.6901408450704225,0.3380281690140845,1.1830985915492958,-0.20974969025701284,10.47887323943662,0.39436619718309857,0.5633802816901409,1.3282662623461585,0.3590821104815241,0.7652547363297667,4.957976900256344,1.2161064546789941,1.919525446414991,1.593017594026133,0.1967703819254893,0.760956217985403,1.7662615456293522,0.3525007084681558,1.2420200868734061,True,78.0,36.0,83.0,55.0,85.0,47.0,64.5,36.0,False
Karim Adeyemi,10.957356538623571,10.825427951291203,27.40781719982624,77.0,14.0,55.0,77.0,13.0,15.0,11.0,44.0,25.0,94.0,25.0,43.0,51.0,16.0,67.0,1326.0,14.0,10,9.551936049866882,9.28913645632667,23.796066283166255,66.63105336421,47.75560383134196,66.63105336421,12.976676849176744,37.92535445009668,21.802250132988462,107.95501022494888,29.539877300613497,37.880182966646174,44.08581021032883,18.470347648261757,57.97993546475885,1153.383736227332,29.200000000000003,29.200000000000003,23.0,GER-Bundesliga,Dortmund,"MF,FW",2,43500000.0,77200000.0,2027.0,96.0,96.0,81.0,36.65,371.0,67.0,76.0,75.0,82.0,ST,82.0,86.0,42.0833333333335,38.627450980392,75.0438277476265,18.899018232819,0.37525193625423187,0.142303331670436,2.6369863013698627,1.8835616438356162,0.7142857142857143,0.8561643835616437,3.2191780821917804,0.8561643835616437,1.4726027397260273,0.547945205479452,1.7465753424657533,0.3707338339483289,0.938623876706378,1.506849315068493,0.5136986301369862,2.294520547945205,3.0426434613764286,12.705479452054794,0.4794520547945205,0.821917808219178,1.6354658846349983,0.32712109759818087,0.7466524018146733,3.697089391265372,1.0116396335826539,1.297266539953636,1.509788020901672,0.3181211115180366,0.8149337768207621,1.2988135085649546,0.44440674141016245,1.985614228245166,True,69.0,44.0,75.0,44.0,86.0,91.0,64.3,44.0,False
Lucas Boyé,8.873975029215217,2.709607819095254,12.193470728583634,63.0,8.0,48.0,63.0,10.0,5.0,8.0,28.0,21.0,64.0,36.0,39.0,70.0,32.0,37.0,969.0,11.0,1,9.021567129493224,2.7546740614086884,12.396272736543445,64.04781704781705,48.7983367983368,64.04781704781705,5.083160083160083,28.465696465696464,21.349272349272347,62.95296523517383,35.41104294478528,39.648648648648646,71.16424116424116,31.476482617586917,37.61538461538461,985.116424116424,21.8,21.8,29.0,ESP-La Liga,Alavés,FW,1,10500000.0,23100000.0,2029.0,69.0,68.0,78.0,34.91,399.0,86.0,72.0,79.0,77.0,ST,77.0,77.0,29.906542056075,39.160839160839,73.141486810552,17.460317460317,0.4070630747346429,0.14085674649547963,2.8899082568807337,2.2018348623853212,0.7619047619047619,0.963302752293578,2.935779816513761,1.6513761467889907,1.7889908256880733,1.4678899082568806,3.2110091743119265,0.12429393665574559,0.5593335196597997,1.2844036697247705,0.2293577981651376,1.6972477064220184,-0.8739750292152166,18.30275229357798,0.5045871559633027,0.5504587155963303,2.238455816437468,0.41383335456390935,0.9793244196913921,2.8877506988611845,1.6243597681094164,1.8187453508554423,3.2644147323046404,0.12636119547746277,0.5686363640616259,1.305765892921856,0.23317248087890288,1.7254763585038813,True,61.0,71.0,82.0,41.0,56.0,75.0,64.0,41.0,True
Ousmane Dembélé,22.099838135764003,14.00897953659296,42.27774868160486,142.0,28.0,103.0,142.0,29.0,22.0,21.0,104.0,21.0,64.0,17.0,18.0,44.0,6.0,66.0,2348.0,31.0,13,15.856221881776822,10.030560269700324,30.31729289727621,101.73842339261286,73.80990082079343,101.73842339261286,15.745331737346099,74.44540013679891,15.017852257181943,89.40695296523518,23.73824130879346,12.910670314637482,31.54083447332421,8.376278118609408,47.26108071135431,1680.6281121751026,31.0,31.0,28.0,FRA-Ligue 1,PSG,FW,2,122500000.0,226600000.0,2028.0,91.0,93.0,90.0,33.51,180.0,69.0,88.0,74.0,95.0,CF,90.0,90.0,36.6666666666665,45.553857219924495,83.1505842429575,21.935853379152,0.7128980043794839,0.1556326629279155,4.580645161290323,3.3225806451612905,0.7253521126760564,0.6774193548387096,2.064516129032258,0.5483870967741935,0.5806451612903226,0.1935483870967742,1.4193548387096775,0.45190256569654713,1.3637983445678987,3.3548387096774195,0.7096774193548387,2.129032258064516,5.900161864235997,5.806451612903226,1.0,1.4193548387096775,2.3809645426062396,0.5114910284444136,0.4844468470058691,2.8840952569430702,0.7657497196384987,0.4164732359560478,1.017446273333039,0.3235664603129137,0.9779771902347165,2.4014645205419005,0.5079139270111644,1.5245509906888488,True,81.0,76.0,40.0,41.0,97.0,39.0,64.0,39.0,False
Richarlison,14.169177551753819,4.232449141331017,14.709606500342488,78.0,15.0,73.0,78.0,14.0,6.0,16.0,24.0,17.0,72.0,32.0,46.0,38.0,79.0,13.0,920.0,15.0,5,13.419289274953059,4.043616183934267,14.003213772957897,74.38196439453296,69.53077391834248,74.38196439453296,5.745157569426308,22.98063027770523,16.341505615043094,75.1758691206544,33.421267893660534,43.63942935492295,36.258879603029506,82.30265848670757,12.536824236092974,877.8224732306085,27.4,27.4,28.0,ENG-Premier League,Tottenham,FW,2,18000000.0,34200000.0,2027.0,76.0,77.0,79.0,34.61,430.0,74.0,79.0,82.0,80.0,ST,79.0,79.0,35.093711683307,41.2080961416825,62.3225552050475,20.781099324976,0.5171232683121832,0.1816561224583823,2.8467153284671536,2.664233576642336,0.9358974358974359,0.6204379562043796,2.6277372262773726,1.1678832116788322,1.6788321167883213,2.883211678832117,1.3868613138686132,0.15446894676390574,0.5368469525672441,0.8759124087591241,0.21897810218978103,0.4744525547445256,0.830822448246181,15.693430656934307,0.5474452554744526,0.7299270072992701,2.5376194860708936,0.48975508302748394,0.5964053144176312,2.743644858418044,1.2197543026883408,1.5926799034643415,1.3233167738331937,0.14757723299030173,0.5110661960933539,0.8387091342228187,0.20967728355570467,0.4575483297844151,True,80.0,90.0,55.0,51.0,43.0,43.0,63.8,43.0,False
Rémy Labeau Lascary,8.345596989616752,3.8098766580224037,13.337660057470202,48.0,7.0,36.0,48.0,6.0,6.0,11.0,20.0,13.0,65.0,32.0,27.0,18.0,17.0,32.0,789.0,7.0,2,8.719478526658348,4.028935877529744,13.94389260316101,50.87503346293582,37.825890751481936,50.87503346293582,6.304315125246989,20.94096500732998,13.512511951048506,62.37423312883436,31.934560327198366,28.369418063611448,18.69268914526101,16.423312883435585,33.32933902734399,819.7666772898209,20.4,20.4,22.0,FRA-Ligue 1,Lens,"MF,FW",2,6000000.0,0.0,,76.0,75.0,73.0,34.66,274.0,62.0,71.0,70.0,74.0,ST,73.0,80.0,36.826923076922995,41.448269955464,79.517931998137,14.4957983193275,0.40909789164788,0.173866603950349,2.3529411764705883,1.7647058823529413,0.75,0.6372549019607844,3.186274509803922,1.5686274509803924,1.323529411764706,0.8333333333333334,0.8823529411764707,0.18675865970698058,0.6538068655622649,0.9803921568627452,0.29411764705882354,1.5686274509803924,-1.3455969896167517,13.431372549019608,0.3431372549019608,0.44117647058823534,1.8542103309549969,0.42742541797344846,0.6623780368161033,3.0575604474918805,1.5654196238822728,1.3906577482162477,0.9163082914343633,0.19749685674165413,0.6835241472137751,1.0265178925161755,0.3090350551591661,1.6337911287913722,True,61.0,63.0,69.0,53.0,73.0,64.0,63.6,53.0,True
