player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,goals_p90,ga_p90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Jamal Musiala,15.298232819885015,8.386865098029375,33.05999479815364,98.0,14.0,73.0,98.0,14.0,12.0,15.0,58.0,23.0,103.0,47.0,73.0,55.0,9.0,93.0,1930.0,15.0,6,27.6,27.6,22.0,GER-Bundesliga,Bayern Munich,"MF,FW",2,116500000.0,201000000.0,2030.0,80.0,85.0,85.0,61.0,83.0,75.0,88.0,CAM,87.0,91.0,66.6666666666665,51.912972085386,84.2317339230325,13.8235294117645,0.5542837978219208,0.15610441652943893,3.550724637681159,2.644927536231884,0.7448979591836735,0.8333333333333333,3.731884057971014,1.7028985507246377,2.644927536231884,0.32608695652173914,1.9927536231884058,0.303871923841644,1.1978258984838275,2.101449275362319,0.43478260869565216,3.369565217391304,-1.2982328198850155,0.5434782608695652,0.7608695652173912,True,69.0,80.0,86.0,82.0,95.0,71.0,81.2,69.0,False
Bradley Barcola,26.998673629015684,14.717551371082664,55.43402439169586,140.0,25.0,114.0,141.0,22.0,29.0,36.0,89.0,44.0,126.0,57.0,32.0,43.0,24.0,70.0,2459.0,25.0,11,43.599999999999994,43.599999999999994,22.0,FRA-Ligue 1,PSG,FW,2,61500000.0,118400000.0,2028.0,92.0,89.0,80.0,64.0,83.0,69.0,84.0,RM,84.0,88.0,57.142857142857494,37.9332506483255,83.4713171077715,17.66841468334,0.6192356336930204,0.19284766877868345,3.211009174311927,2.6146788990825693,0.8085106382978723,1.0091743119266057,2.889908256880734,1.3073394495412847,0.7339449541284404,0.5504587155963303,0.9862385321100918,0.33755851768538225,1.2714225777911896,2.041284403669725,0.6651376146788992,1.6055045871559634,-1.9986736290156841,0.5733944954128442,0.8256880733944956,True,80.0,85.0,81.0,46.0,96.0,89.0,78.2,46.0,False
Lautaro Martínez,32.11173498257995,11.501739954575896,48.20633790642023,194.0,29.0,166.0,194.0,28.0,21.0,35.0,74.0,50.0,127.0,54.0,89.0,88.0,60.0,38.0,2115.0,29.0,9,52.5,52.5,27.0,ITA-Serie A,Inter,FW,2,99000000.0,163400000.0,2029.0,82.0,84.0,93.0,80.0,88.0,86.0,93.0,ST,88.0,88.0,45.1127819548875,43.73451496093,77.381205673759,15.121483375958999,0.6116520949062847,0.16552440712670075,3.6952380952380954,3.1619047619047618,0.8556701030927835,0.9523809523809523,2.419047619047619,1.0285714285714285,1.6952380952380952,1.1428571428571428,1.6761904761904762,0.21908076103954088,0.9182159601222901,1.4095238095238096,0.4,0.7238095238095238,-3.1117349825799465,0.5523809523809524,0.7238095238095238,True,76.0,91.0,72.0,63.0,83.0,54.0,75.7,54.0,False
Marcus Thuram,24.018760299310088,9.013850331306458,36.981442637741566,139.0,27.0,125.0,139.0,26.0,13.0,25.0,69.0,31.0,110.0,42.0,77.0,59.0,97.0,41.0,1746.0,27.0,10,46.5,46.5,27.0,ITA-Serie A,Inter,FW,2,58500000.0,96500000.0,2028.0,87.0,85.0,85.0,81.0,78.0,84.0,86.0,ST,85.0,85.0,55.546097433211,47.2634440199825,75.3125,19.553014553014997,0.5165324795550557,0.17279683668568407,2.989247311827957,2.6881720430107525,0.8992805755395683,0.6666666666666666,2.3655913978494625,0.9032258064516129,1.6559139784946237,2.086021505376344,1.2688172043010753,0.19384624368400985,0.7952998416718616,1.4838709677419355,0.27956989247311825,0.8817204301075269,2.981239700689912,0.5806451612903226,0.7956989247311828,True,83.0,89.0,55.0,76.0,76.0,67.0,75.3,55.0,False
Luis Díaz,27.21630634739995,16.367909078486264,63.60238518565893,159.0,28.0,130.0,159.0,26.0,25.0,26.0,123.0,50.0,243.0,60.0,69.0,100.0,26.0,114.0,3182.0,28.0,19,53.9,53.9,28.0,ENG-Premier League,Liverpool,"FW,MF",2,80000000.0,132000000.0,2029.0,83.0,86.0,79.0,69.0,82.0,71.0,84.0,LM,87.0,87.0,31.108597285068,42.39578730299,85.945717664283,17.6776568501925,0.5049407485602959,0.17117173803396196,2.9499072356215215,2.411873840445269,0.8176100628930818,0.927643784786642,4.50834879406308,1.1131725417439704,1.280148423005566,0.48237476808905383,1.855287569573284,0.3036717825322127,1.18000714630165,2.282003710575139,0.463821892393321,2.1150278293135436,0.78369365260005,0.5194805194805195,0.8719851576994434,True,74.0,80.0,87.0,38.0,96.0,76.0,74.9,38.0,False
Gonçalo Ramos,21.832282727584243,4.87578393612057,26.304307576268908,113.0,13.0,99.0,113.0,13.0,7.0,32.0,33.0,21.0,48.0,24.0,34.0,25.0,41.0,18.0,949.0,16.0,4,26.4,26.4,24.0,FRA-Ligue 1,PSG,FW,2,30500000.0,58700000.0,2028.0,73.0,73.0,82.0,79.0,75.0,83.0,85.0,ST,80.0,84.0,50.0,44.542940793754,81.95378151260499,14.2633228840125,0.826980406347888,0.1932060418370287,4.28030303030303,3.75,0.8761061946902655,0.7954545454545455,1.8181818181818183,0.9090909090909092,1.2878787878787878,1.5530303030303032,0.946969696969697,0.1846887854591125,0.996375286979883,1.25,0.26515151515151514,0.6818181818181819,-8.832282727584243,0.6060606060606061,0.7575757575757576,True,76.0,96.0,60.0,66.0,77.0,28.0,72.2,28.0,False
Bukayo Saka,16.122279875911772,20.13652891665697,35.57355656847358,138.0,11.0,105.0,138.0,13.0,33.0,16.0,124.0,50.0,187.0,70.0,93.0,72.0,32.0,91.0,2476.0,13.0,15,43.9,43.9,23.0,ENG-Premier League,Arsenal,"FW,MF",2,103500000.0,199200000.0,2030.0,83.0,85.0,82.0,74.0,82.0,49.0,86.0,LM,87.0,89.0,37.820512820512505,52.071183533448,80.497518680206,9.40718940508725,0.3672501110686053,0.11682811504283892,3.143507972665148,2.3917995444191344,0.7608695652173914,1.1389521640091116,4.259681093394078,1.5945330296127562,2.1184510250569475,0.7289293849658315,1.6400911161731209,0.4586908637051702,0.8103315847032706,2.824601366742597,0.7517084282460137,2.072892938496583,-5.122279875911772,0.29612756264236906,0.6378132118451025,True,36.0,68.0,94.0,69.0,94.0,74.0,71.9,36.0,False
Ousmane Dembélé,22.099838135764003,14.00897953659296,42.27774868160486,142.0,28.0,103.0,142.0,29.0,22.0,21.0,104.0,21.0,64.0,17.0,18.0,44.0,6.0,66.0,2348.0,31.0,13,31.0,31.0,28.0,FRA-Ligue 1,PSG,FW,2,122500000.0,226600000.0,2028.0,91.0,93.0,90.0,69.0,88.0,74.0,95.0,CF,90.0,90.0,36.6666666666665,45.553857219924495,83.1505842429575,21.935853379152,0.7128980043794839,0.1556326629279155,4.580645161290323,3.3225806451612905,0.7253521126760564,0.6774193548387096,2.064516129032258,0.5483870967741935,0.5806451612903226,0.1935483870967742,1.4193548387096775,0.45190256569654713,1.3637983445678987,3.3548387096774195,0.7096774193548387,2.129032258064516,5.900161864235997,1.0,1.4193548387096775,True,81.0,85.0,48.0,37.0,98.0,94.0,70.8,37.0,False
Mikel Merino,12.082975510507822,4.455241296440363,19.376477224752307,60.0,11.0,52.0,60.0,11.0,7.0,13.0,30.0,29.0,143.0,72.0,43.0,44.0,88.0,14.0,1402.0,11.0,5,29.1,29.1,29.0,ENG-Premier League,Arsenal,"MF,FW",2,35500000.0,65700000.0,2028.0,53.0,52.0,80.0,78.0,81.0,87.0,81.0,CM,83.0,83.0,45.3593355001805,48.0285898412325,77.937130679066,18.3014354066985,0.4152225261342894,0.20138292517513037,2.0618556701030926,1.7869415807560136,0.8666666666666667,0.9965635738831614,4.914089347079037,2.4742268041237114,1.4776632302405497,3.0240549828178693,1.5120274914089347,0.15310107547905027,0.6658583238746497,1.0309278350515463,0.24054982817869414,0.4810996563573883,-1.082975510507822,0.37800687285223367,0.549828178694158,True,83.0,65.0,97.0,66.0,62.0,9.0,70.4,9.0,False
Abdallah Sima,11.02822651527822,2.459549785591662,13.795841584913433,68.0,8.0,59.0,67.0,9.0,2.0,13.0,23.0,21.0,95.0,22.0,39.0,34.0,62.0,10.0,966.0,9.0,4,21.8,21.8,24.0,FRA-Ligue 1,Lens,"MF,FW",2,4400000.0,8700000.0,2029.0,87.0,84.0,77.0,74.0,71.0,75.0,73.0,ST,73.0,77.0,50.3676470588235,43.605610561056494,74.276510280646,12.79279279279285,0.5058819502421201,0.16217980169526794,3.1192660550458715,2.706422018348624,0.8805970149253731,0.963302752293578,4.3577981651376145,1.0091743119266054,1.7889908256880733,2.8440366972477062,1.5596330275229358,0.11282338466016797,0.6328367699501575,1.055045871559633,0.09174311926605504,0.4587155963302752,-3.02822651527822,0.4128440366972477,0.5963302752293578,True,59.0,88.0,86.0,68.0,46.0,56.0,70.2,46.0,True
Kylian Mbappé,42.55316662415862,16.634746612980962,66.18040846288204,307.0,41.0,219.0,307.0,45.0,23.0,50.0,117.0,37.0,80.0,12.0,76.0,90.0,11.0,161.0,3275.0,56.0,8,61.199999999999996,61.199999999999996,26.0,ESP-La Liga,Real Madrid,FW,2,157000000.0,333600000.0,2029.0,96.0,97.0,94.0,77.0,88.0,78.0,91.0,ST,91.0,92.0,55.0,45.9405117299855,85.87815484717149,18.188973028162998,0.6953131801333109,0.13860966327087498,5.016339869281046,3.5784313725490198,0.7133550488599348,0.6045751633986929,1.3071895424836601,0.19607843137254904,1.2418300653594772,0.17973856209150327,1.4705882352941178,0.2718095851794275,1.0813792232497066,1.911764705882353,0.37581699346405234,2.630718954248366,-1.5531666241586208,0.9150326797385622,1.0457516339869282,True,70.0,84.0,32.0,62.0,93.0,99.0,69.5,32.0,False
Emanuel Emegha,21.876927665434778,3.2642524130642414,26.005462195724256,78.0,18.0,74.0,78.0,17.0,6.0,28.0,21.0,22.0,69.0,6.0,46.0,31.0,32.0,10.0,762.0,18.0,5,30.4,30.4,22.0,FRA-Ligue 1,Strasbourg,FW,2,22000000.0,43500000.0,2028.0,89.0,81.0,79.0,82.0,73.0,77.0,82.0,ST,78.0,83.0,69.8529411764705,38.837803320562,81.70223693220751,23.2401157184185,0.7196357784682493,0.2804734316081382,2.5657894736842106,2.4342105263157894,0.9487179487179487,0.7236842105263158,2.2697368421052633,0.19736842105263158,1.5131578947368423,1.0526315789473684,1.0197368421052633,0.10737672411395531,0.8554428353856663,0.6907894736842105,0.19736842105263158,0.32894736842105265,-3.8769276654347777,0.5921052631578948,0.7565789473684211,True,91.0,91.0,49.0,64.0,53.0,52.0,69.3,49.0,False
João Pedro,20.781502606347203,9.602088684216142,35.19035130739212,120.0,20.0,100.0,120.0,25.0,17.0,19.0,59.0,39.0,131.0,43.0,102.0,93.0,116.0,69.0,2303.0,25.0,11,51.2,51.2,23.0,ENG-Premier League,Brighton,"FW,MF",2,44000000.0,86900000.0,2033.0,79.0,80.0,85.0,75.0,82.0,81.0,84.0,ST,82.0,86.0,47.6214796439515,46.265172735761,74.9626571511555,20.91227047508,0.4058887227802188,0.1731791883862267,2.34375,1.953125,0.8333333333333334,0.76171875,2.55859375,0.83984375,1.9921875,2.265625,1.81640625,0.18754079461359652,0.6873115489725024,1.15234375,0.33203125,1.34765625,-0.7815026063472033,0.48828125,0.703125,True,84.0,65.0,63.0,70.0,69.0,57.0,69.0,57.0,False
Désiré Doué,13.535631889477372,13.848399505019188,38.38691745698452,110.0,13.0,69.0,110.0,11.0,21.0,15.0,84.0,29.0,158.0,80.0,72.0,63.0,9.0,89.0,2863.0,13.0,10,34.2,34.2,20.0,FRA-Ligue 1,PSG,"FW,MF",2,101000000.0,194400000.0,2029.0,83.0,85.0,79.0,83.0,89.0,46.0,83.0,CAM,86.0,91.0,30.5555555555555,48.6277281660515,85.991114617997,11.818181818182001,0.3957787102186366,0.12305119899524884,3.216374269005848,2.0175438596491224,0.6272727272727273,0.8479532163742689,4.619883040935672,2.3391812865497075,2.1052631578947367,0.2631578947368421,1.8421052631578947,0.40492396213506393,1.122424487046331,2.4561403508771926,0.6140350877192982,2.6023391812865495,-0.5356318894773722,0.38011695906432746,0.6725146198830408,True,42.0,56.0,92.0,60.0,97.0,76.0,69.0,42.0,False
Mika Biereth,13.892752133309843,7.101448390632868,25.349751234054565,61.0,14.0,56.0,61.0,15.0,12.0,14.0,43.0,20.0,55.0,16.0,44.0,39.0,34.0,5.0,799.0,15.0,4,25.5,25.5,22.0,FRA-Ligue 1,Monaco,FW,2,21500000.0,45200000.0,2030.0,75.0,69.0,80.0,79.0,77.0,79.0,81.0,ST,77.0,84.0,31.888440860215,39.466463414634,62.6000681314935,20.739348370927498,0.5448138091494056,0.22775003497229251,2.392156862745098,2.196078431372549,0.9180327868852459,0.7843137254901961,2.156862745098039,0.6274509803921569,1.7254901960784315,1.3333333333333333,1.5294117647058822,0.2784881721816811,0.9941078915315515,1.6862745098039216,0.47058823529411764,0.19607843137254902,0.10724786669015707,0.5882352941176471,0.7450980392156863,True,89.0,84.0,58.0,47.0,84.0,16.0,68.3,16.0,False
Said El Mala,11.824968876317143,4.186228644102812,17.244747333228588,74.0,12.0,57.0,75.0,11.0,8.0,17.0,21.0,21.0,63.0,24.0,23.0,42.0,17.0,44.0,859.0,13.0,4,21.7,21.7,18.0,GER-Bundesliga,Köln,"FW,MF",1,16000000.0,32000000.0,2030.0,85.0,83.0,77.0,69.0,68.0,41.0,76.0,CAM,76.0,87.0,44.736842105263,39.393939393939,74.193548387097,17.333333333333,0.5449294413049375,0.15979687670698842,3.4101382488479266,2.6267281105990783,0.76,0.967741935483871,2.903225806451613,1.1059907834101383,1.0599078341013826,0.783410138248848,1.935483870967742,0.19291376240105124,0.7946888171994742,0.967741935483871,0.3686635944700461,2.0276497695852536,0.17503112368285656,0.599078341013825,0.783410138248848,True,67.0,81.0,78.0,39.0,70.0,76.0,68.3,39.0,True
Nicolas Jackson,22.326072512194514,5.562030773609877,29.929658722132444,114.0,18.0,98.0,114.0,17.0,10.0,29.0,46.0,29.0,73.0,30.0,39.0,57.0,29.0,29.0,1278.0,18.0,6,35.9,35.9,24.0,GER-Bundesliga,Bayern Munich,FW,2,24500000.0,0.0,,82.0,81.0,81.0,77.0,77.0,76.0,83.0,ST,79.0,82.0,42.298850574713,36.571003113578,79.1145833333335,17.1052631578945,0.6218961702561147,0.1958427413350396,3.1754874651810585,2.7298050139275767,0.8596491228070176,0.807799442896936,2.033426183844011,0.8356545961002786,1.0863509749303621,0.807799442896936,1.5877437325905293,0.15493121932060938,0.8336952290287589,1.2813370473537604,0.2785515320334262,0.807799442896936,-4.326072512194514,0.5013927576601671,0.6685236768802229,True,81.0,90.0,62.0,37.0,72.0,52.0,67.9,37.0,False
Mateo Retegui,19.252317164093256,5.460668161511421,26.73618371039629,104.0,21.0,96.0,104.0,24.0,6.0,18.0,38.0,17.0,69.0,14.0,34.0,48.0,51.0,12.0,970.0,25.0,8,26.5,26.5,25.0,ITA-Serie A,Atalanta,FW,1,,,,,,,,,,,,,,42.148760330579,38.216560509554,78.057553956835,24.038461538462,0.7265025344940851,0.18511843427012747,3.9245283018867925,3.6226415094339623,0.9230769230769231,0.6415094339622641,2.6037735849056602,0.5283018867924528,1.2830188679245282,1.9245283018867925,1.8113207547169812,0.20606294949099702,1.008912592845143,1.4339622641509433,0.22641509433962265,0.4528301886792453,1.747682835906744,0.9433962264150944,1.2452830188679245,True,88.0,98.0,49.0,42.0,79.0,19.0,67.9,19.0,False
Joaquín Panichelli,10.155420538038015,2.9524750281125307,14.645621437579392,58.0,11.0,56.0,59.0,15.0,5.0,13.0,22.0,18.0,71.0,26.0,44.0,26.0,60.0,11.0,838.0,16.0,1,24.4,24.4,22.0,FRA-Ligue 1,Strasbourg,FW,1,24000000.0,50400000.0,2030.0,69.0,63.0,80.0,86.0,73.0,84.0,78.0,ST,77.0,85.0,43.165467625899,46.428571428571,72.532188841202,27.118644067797,0.4162057597556564,0.17509345755237957,2.377049180327869,2.295081967213115,0.9491525423728814,0.7377049180327869,2.9098360655737707,1.0655737704918034,1.8032786885245902,2.459016393442623,1.0655737704918034,0.12100307492264471,0.6002303867860407,0.9016393442622951,0.20491803278688525,0.45081967213114754,0.8445794619619846,0.6557377049180328,0.6967213114754098,True,84.0,81.0,68.0,73.0,48.0,11.0,67.6,11.0,True
Karim Adeyemi,10.957356538623571,10.825427951291203,27.40781719982624,77.0,14.0,55.0,77.0,13.0,15.0,11.0,44.0,25.0,94.0,25.0,43.0,51.0,16.0,67.0,1326.0,14.0,10,29.200000000000003,29.200000000000003,23.0,GER-Bundesliga,Dortmund,"MF,FW",2,43500000.0,77200000.0,2027.0,96.0,96.0,81.0,67.0,76.0,75.0,82.0,ST,82.0,86.0,42.0833333333335,38.627450980392,75.0438277476265,18.899018232819,0.37525193625423187,0.142303331670436,2.6369863013698627,1.8835616438356162,0.7142857142857143,0.8561643835616437,3.2191780821917804,0.8561643835616437,1.4726027397260273,0.547945205479452,1.7465753424657533,0.3707338339483289,0.938623876706378,1.506849315068493,0.5136986301369862,2.294520547945205,3.0426434613764286,0.4794520547945205,0.821917808219178,True,69.0,53.0,74.0,47.0,88.0,98.0,67.4,47.0,False
Maximilian Beier,17.736896503716707,8.165976824238896,30.077263606712222,92.0,17.0,77.0,92.0,17.0,15.0,19.0,51.0,29.0,118.0,51.0,40.0,58.0,48.0,40.0,1721.0,17.0,11,40.2,40.2,22.0,GER-Bundesliga,Dortmund,"MF,FW",2,31000000.0,55000000.0,2029.0,86.0,86.0,83.0,53.0,76.0,74.0,83.0,ST,80.0,84.0,46.0227272727275,39.738840872526,71.4965098310865,18.5238095238095,0.44121633093822654,0.19279235330126857,2.288557213930348,1.9154228855721391,0.8369565217391305,0.7213930348258706,2.935323383084577,1.2686567164179103,0.9950248756218905,1.1940298507462686,1.4427860696517412,0.2031337518467387,0.748190636982891,1.2686567164179103,0.3731343283582089,0.9950248756218905,-0.7368965037167072,0.42288557213930345,0.6965174129353233,True,84.0,67.0,69.0,43.0,74.0,69.0,67.3,43.0,False
Hugo Ekitike,32.74953697249293,9.988901812583208,48.40409425646067,182.0,25.0,138.0,182.0,26.0,15.0,27.0,65.0,34.0,129.0,27.0,29.0,60.0,83.0,90.0,1900.0,26.0,12,48.5,48.5,23.0,ENG-Premier League,Liverpool,FW,2,74500000.0,143400000.0,2031.0,86.0,85.0,86.0,70.0,84.0,79.0,86.0,ST,85.0,88.0,41.911288581912004,38.5708957365005,76.59615384615401,14.871794871795,0.6752481849998543,0.17994251083787327,3.752577319587629,2.845360824742268,0.7582417582417582,0.7010309278350515,2.6597938144329896,0.5567010309278351,0.5979381443298969,1.711340206185567,1.2371134020618557,0.20595673840377748,0.9980225619888797,1.3402061855670102,0.30927835051546393,1.8556701030927836,-7.749536972492933,0.5360824742268041,0.7835051546391752,True,78.0,84.0,55.0,35.0,79.0,79.0,67.2,35.0,False
Rômulo,15.178863540291786,3.606802409514785,23.735963854938745,63.0,9.0,61.0,63.0,9.0,6.0,22.0,26.0,19.0,71.0,30.0,20.0,35.0,53.0,11.0,943.0,9.0,4,24.3,24.3,23.0,GER-Bundesliga,RB Leipzig,FW,1,21500000.0,38200000.0,2030.0,67.0,68.0,82.0,84.0,80.0,81.0,81.0,ST,78.0,83.0,38.686131386861,42.142857142857,74.910394265233,14.285714285714,0.6246445901354645,0.24093434190939342,2.5925925925925926,2.5102880658436213,0.9682539682539683,0.7818930041152263,2.921810699588477,1.2345679012345678,0.823045267489712,2.1810699588477367,1.4403292181069958,0.14842808269608168,0.9767886360057096,1.0699588477366255,0.24691358024691357,0.45267489711934156,-6.178863540291786,0.37037037037037035,0.5349794238683128,True,82.0,92.0,74.0,37.0,66.0,11.0,67.1,11.0,True
Christian Pulisic,17.41429916024208,12.254061563871801,38.240974420681596,111.0,16.0,86.0,111.0,19.0,17.0,18.0,107.0,26.0,147.0,58.0,60.0,60.0,21.0,71.0,2502.0,19.0,13,45.4,45.4,26.0,ITA-Serie A,Milan,FW,2,59000000.0,100300000.0,2027.0,88.0,90.0,85.0,57.0,83.0,50.0,84.0,RW,85.0,85.0,26.506390748630498,50.866594191644495,84.748093212219,17.056530214425,0.38357487137097096,0.15688557802019892,2.444933920704846,1.894273127753304,0.7747747747747747,0.5726872246696035,3.237885462555066,1.277533039647577,1.3215859030837005,0.4625550660792952,1.3215859030837005,0.2699132503055463,0.8423122119092863,2.356828193832599,0.3744493392070485,1.5638766519823788,-1.4142991602420807,0.41850220264317184,0.7048458149779736,True,74.0,59.0,58.0,52.0,92.0,85.0,67.0,52.0,False
Jonathan David,24.837122462689877,8.936078354716301,36.8660875717178,114.0,16.0,101.0,114.0,22.0,13.0,29.0,69.0,35.0,127.0,41.0,62.0,63.0,34.0,26.0,1869.0,22.0,9,48.2,48.2,25.0,ITA-Serie A,Juventus,FW,2,34500000.0,61200000.0,2030.0,81.0,79.0,84.0,77.0,81.0,77.0,88.0,ST,81.0,84.0,27.8988431530805,41.5473032714415,80.780078362494,18.2759772803205,0.5152929971512422,0.2178694952867533,2.3651452282157677,2.0954356846473026,0.8859649122807017,0.7261410788381742,2.6348547717842323,0.8506224066390041,1.2863070539419086,0.7053941908713692,1.3070539419087137,0.18539581648789005,0.7648565886248505,1.4315352697095436,0.2697095435684647,0.5394190871369294,-8.837122462689877,0.45643153526970953,0.6431535269709543,True,88.0,78.0,62.0,40.0,76.0,43.0,67.0,40.0,False
Breel Embolo,21.413366079330444,7.3483677404001355,33.13048926554621,91.0,15.0,84.0,92.0,14.0,11.0,24.0,47.0,27.0,116.0,41.0,101.0,84.0,60.0,29.0,1483.0,14.0,7,41.3,41.3,28.0,FRA-Ligue 1,Monaco,"FW,MF",2,11000000.0,20900000.0,2029.0,78.0,73.0,73.0,85.0,74.0,74.0,79.0,ST,77.0,77.0,46.7333654773385,42.537350973388996,70.7316833112425,15.638450502152,0.5184834401774926,0.2353117151574774,2.203389830508475,2.033898305084746,0.9130434782608695,0.6537530266343826,2.8087167070217918,0.9927360774818402,2.4455205811138017,1.4527845036319613,2.033898305084746,0.17792657967070546,0.802191023378843,1.1380145278450364,0.26634382566585957,0.7021791767554479,-6.413366079330444,0.33898305084745767,0.5084745762711865,True,73.0,79.0,58.0,66.0,66.0,37.0,66.5,37.0,False
Lukas Nmecha,10.333729260601103,1.8997879680246115,12.422950609587133,50.0,7.0,45.0,50.0,9.0,2.0,12.0,14.0,10.0,46.0,14.0,35.0,21.0,50.0,11.0,616.0,9.0,1,17.2,17.2,26.0,GER-Bundesliga,Wolfsburg,FW,2,9000000.0,17800000.0,2027.0,74.0,75.0,76.0,79.0,71.0,74.0,76.0,ST,76.0,77.0,48.785344484269004,53.0342516753535,65.906084656085,17.5,0.6007982128256456,0.20667458521202206,2.906976744186047,2.616279069767442,0.9,0.5813953488372093,2.674418604651163,0.813953488372093,2.0348837209302326,2.906976744186047,1.2209302325581395,0.11045278883864021,0.7222645703248334,0.813953488372093,0.11627906976744186,0.6395348837209303,-3.3337292606011033,0.5232558139534884,0.5813953488372093,True,76.0,90.0,48.0,83.0,42.0,30.0,66.4,30.0,True
Dango Ouattara,19.62800257280469,11.852694530040026,31.725099529139694,118.0,14.0,93.0,118.0,14.0,22.0,25.0,62.0,35.0,177.0,59.0,58.0,63.0,98.0,62.0,2126.0,14.0,7,47.6,47.6,23.0,ENG-Premier League,Bournemouth,"MF,FW",2,20000000.0,39500000.0,2030.0,85.0,87.0,77.0,65.0,78.0,70.0,75.0,LM,78.0,82.0,45.2081563296515,43.194158397304,64.47568468187049,11.8951612903225,0.41235299522698926,0.16633900485427702,2.4789915966386555,1.953781512605042,0.788135593220339,0.7352941176470588,3.718487394957983,1.2394957983193278,1.218487394957983,2.0588235294117645,1.3235294117647058,0.2490061876058829,0.6664936875869684,1.3025210084033614,0.4621848739495798,1.3025210084033614,-5.628002572804689,0.29411764705882354,0.4411764705882353,True,58.0,64.0,77.0,55.0,75.0,74.0,66.2,55.0,False
Vinicius Júnior,21.232617523521185,15.79449276253581,46.546393409371376,181.0,21.0,130.0,182.0,24.0,20.0,23.0,129.0,43.0,159.0,50.0,151.0,93.0,1.0,169.0,3323.0,27.0,13,56.3,56.3,25.0,ESP-La Liga,Real Madrid,"FW,MF",2,,,,,,,,,,,,,,6.25,48.97309429661,81.1006253858335,14.710915535998,0.3771335261726676,0.11730727913547616,3.2149200710479575,2.3090586145648313,0.7142857142857143,0.763765541740675,2.8241563055062167,0.8880994671403197,2.6820603907637657,0.017761989342806397,1.6518650088809947,0.2805416121231938,0.8267565436833282,2.291296625222025,0.3552397868561279,3.0017761989342806,-0.23261752352118492,0.47957371225577267,0.7104795737122558,True,42.0,65.0,67.0,58.0,90.0,98.0,66.1,42.0,False
Noni Madueke,13.85863721743226,7.132679257541895,25.396486043930054,105.0,9.0,88.0,106.0,9.0,13.0,16.0,56.0,27.0,119.0,46.0,40.0,42.0,21.0,74.0,1812.0,10.0,4,36.1,36.1,23.0,ENG-Premier League,Arsenal,"FW,MF",2,30000000.0,57800000.0,2030.0,88.0,89.0,75.0,67.0,80.0,55.0,79.0,CAM,80.0,84.0,41.060606060606,44.6486189984515,79.897558379944,10.144230769231001,0.3838957677959075,0.1319870211184025,2.9085872576177283,2.4376731301939056,0.8301886792452831,0.7479224376731302,3.296398891966759,1.2742382271468145,1.1080332409972298,0.5817174515235457,1.1634349030470914,0.19758114286819653,0.7035037685299184,1.5512465373961217,0.3601108033240997,2.0498614958448753,-4.8586372174322605,0.27700831024930744,0.38781163434903043,True,38.0,75.0,75.0,54.0,79.0,88.0,66.1,38.0,False
Georges Mikautadze,23.48271982371807,9.470227717421949,36.54475121200085,122.0,21.0,103.0,121.0,23.0,16.0,30.0,49.0,21.0,84.0,13.0,68.0,50.0,25.0,49.0,1491.0,24.0,12,41.5,39.5,24.0,FRA-Ligue 1,Lyon,"FW,MF",2,25500000.0,55500000.0,2031.0,83.0,84.0,82.0,73.0,80.0,72.0,81.0,ST,79.0,83.0,25.2642706131075,45.5325381879055,77.04440389294399,19.8214285714285,0.5658486704510378,0.192481310030476,2.9397590361445785,2.4819277108433737,0.8512396694214877,0.5060240963855421,2.0240963855421685,0.3132530120481928,1.6385542168674698,0.6024096385542169,1.2048192771084338,0.2281982582511313,0.8805964147470083,1.180722891566265,0.3855421686746988,1.180722891566265,-2.482719823718071,0.5783132530120482,0.8674698795180723,True,85.0,84.0,27.0,54.0,80.0,64.0,65.4,27.0,False
